quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
969/5	0.1	66	65	13/40	13/40	6/8	1	1	1/40			1/32	4/5		3	81	A5	5	621
1939/10	0.1	66	65	7/20	7/20	6/8	1	1	1/40			1/32	4/5		5	83	B5	5	622
194	1.0	66	65	3/8	3/8	6/8	2	1	1/4			1/4	1		6	54	F#3	3	628
194	0.5	66	65	3/8	3/8	6/8	1	1	1/8			1/8	1		7	73	C#5	5	623
194	0.5	66	65	3/8	3/8	6/8	1	1	1/8			1/8	1		3	81	A5	5	623
194	0.5	66	65	3/8	3/8	6/8	1	1	1/8			1/8	1		7	85	C#6	6	623
389/2	0.75	66	65	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	69	A4	4	624
389/2	0.75	66	65	1/2	1/2	6/8	1	1	3/16			1/8	3/2		6	78	F#5	5	624
389/2	0.75	66	65	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	81	A5	5	624
195	0.5	66	65	5/8	5/8	6/8	2	1	1/8			1/8	1		3	57	A3	3	629
781/4	0.25	66	65	11/16	11/16	6/8	1	1	1/16			1/16	1		6	66	F#4	4	625
781/4	0.25	66	65	11/16	11/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	625
781/4	0.25	66	65	11/16	11/16	6/8	1	1	1/16			1/16	1		6	78	F#5	5	625
391/2	1.5	67	66	0	0	6/8	2	2	3/8			1/4	3/2		4	52	E3	3	643
391/2	1.5	67	66	0	0	6/8	2	2	3/8			1/4	3/2		8	56	G#3	3	643
391/2	0.5	67	66	0	0	6/8	1	1	1/8			1/8	1		4	64	E4	4	631
391/2	0.5	67	66	0	0	6/8	1	1	1/8			1/8	1		7	73	C#5	5	631
391/2	0.5	67	66	0	0	6/8	1	1	1/8			1/8	1		4	76	E5	5	631
196	0.25	67	66	1/8	1/8	6/8	1	1	1/16			1/16	1		2	62	D4	4	632
196	0.25	67	66	1/8	1/8	6/8	1	1	1/16			1/16	1		5	71	B4	4	632
196	0.25	67	66	1/8	1/8	6/8	1	1	1/16			1/16	1		2	74	D5	5	632
785/4	0.125	67	66	3/16	3/16	6/8	1	1	1/32			1/32	1		2	74	D5	5	633
1571/8	0.125	67	66	7/32	7/32	6/8	1	1	1/32			1/32	1		4	76	E5	5	634
393/2	0.1	67	66	1/4	1/4	6/8	1	1	1/40			1/32	4/5		6	78	F#5	5	635
983/5	0.1	67	66	11/40	11/40	6/8	1	1	1/40			1/32	4/5		8	80	G#5	5	636
1967/10	0.1	67	66	3/10	3/10	6/8	1	1	1/40			1/32	4/5		3	81	A5	5	637
984/5	0.1	67	66	13/40	13/40	6/8	1	1	1/40			1/32	4/5		5	83	B5	5	638
1969/10	0.1	67	66	7/20	7/20	6/8	1	1	1/40			1/32	4/5		7	85	C#6	6	639
197	1.5	67	66	3/8	3/8	6/8	2	2	3/8			1/4	3/2		-1	53	F3	3	644
197	1.0	67	66	3/8	3/8	6/8	2	1	1/4			1/4	1		8	56	G#3	3	641
197	1.5	67	66	3/8	3/8	6/8	1	1	3/8			1/4	3/2		2	74	D5	5	640
197	1.5	67	66	3/8	3/8	6/8	1	1	3/8			1/4	3/2		5	83	B5	5	640
197	1.5	67	66	3/8	3/8	6/8	1	1	3/8			1/4	3/2		2	86	D6	6	640
198	0.5	67	66	5/8	5/8	6/8	2	1	1/8			1/8	1		3	57	A3	3	642
397/2	1.5	68	67	0	0	6/8	2	2	3/8			1/4	3/2		4	52	E3	3	659
397/2	0.5	68	67	0	0	6/8	2	1	1/8			1/8	1		10	58	A#3	3	657
397/2	0.75	68	67	0	0	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	645
397/2	0.75	68	67	0	0	6/8	1	1	3/16			1/8	3/2		8	80	G#5	5	645
397/2	0.75	68	67	0	0	6/8	1	1	3/16			1/8	3/2		2	86	D6	6	645
199	1.0	68	67	1/8	1/8	6/8	2	1	1/4			1/4	1		5	59	B3	3	658
797/4	0.125	68	67	3/16	3/16	6/8	1	1	1/32			1/32	1		2	74	D5	5	646
1595/8	0.125	68	67	7/32	7/32	6/8	1	1	1/32			1/32	1		4	76	E5	5	647
399/2	0.08333333333333333	68	67	1/4	1/4	6/8	1	1	1/48			1/32	2/3		6	78	F#5	5	648
2395/12	0.08333333333333333	68	67	13/48	13/48	6/8	1	1	1/48			1/32	2/3		8	80	G#5	5	649
599/3	0.08333333333333333	68	67	7/24	7/24	6/8	1	1	1/48			1/32	2/3		3	81	A5	5	650
799/4	0.08333333333333333	68	67	5/16	5/16	6/8	1	1	1/48			1/32	2/3		10	82	A#5	5	651
1199/6	0.08333333333333333	68	67	1/3	1/3	6/8	1	1	1/48			1/32	2/3		5	83	B5	5	652
2399/12	0.08333333333333333	68	67	17/48	17/48	6/8	1	1	1/48			1/32	2/3		7	85	C#6	6	653
200	1.0	68	67	3/8	3/8	6/8	2	2	1/4			1/4	1		4	52	E3	3	660
200	1.0	68	67	3/8	3/8	6/8	2	2	1/4			1/4	1		4	64	E4	4	660
200	0.5	68	67	3/8	3/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	654
200	0.5	68	67	3/8	3/8	6/8	1	1	1/8			1/8	1		5	83	B5	5	654
200	0.5	68	67	3/8	3/8	6/8	1	1	1/8			1/8	1		2	86	D6	6	654
401/2	0.75	68	67	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	71	B4	4	655
401/2	0.75	68	67	1/2	1/2	6/8	1	1	3/16			1/8	3/2		8	80	G#5	5	655
401/2	0.75	68	67	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	83	B5	5	655
805/4	0.25	68	67	11/16	11/16	6/8	1	1	1/16			1/16	1		6	66	F#4	4	656
805/4	0.25	68	67	11/16	11/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	656
805/4	0.25	68	67	11/16	11/16	6/8	1	1	1/16			1/16	1		6	78	F#5	5	656
403/2	1.5	69	68	0	0	6/8	2	2	3/8			1/4	3/2		4	52	E3	3	673
403/2	1.5	69	68	0	0	6/8	2	2	3/8			1/4	3/2		8	56	G#3	3	673
403/2	0.5	69	68	0	0	6/8	1	1	1/8			1/8	1		4	64	E4	4	661
403/2	0.5	69	68	0	0	6/8	1	1	1/8			1/8	1		7	73	C#5	5	661
403/2	0.5	69	68	0	0	6/8	1	1	1/8			1/8	1		4	76	E5	5	661
202	0.25	69	68	1/8	1/8	6/8	1	1	1/16			1/16	1		2	62	D4	4	662
202	0.25	69	68	1/8	1/8	6/8	1	1	1/16			1/16	1		5	71	B4	4	662
202	0.25	69	68	1/8	1/8	6/8	1	1	1/16			1/16	1		2	74	D5	5	662
809/4	0.125	69	68	3/16	3/16	6/8	1	1	1/32			1/32	1		2	74	D5	5	663
1619/8	0.125	69	68	7/32	7/32	6/8	1	1	1/32			1/32	1		4	76	E5	5	664
405/2	0.1	69	68	1/4	1/4	6/8	1	1	1/40			1/32	4/5		6	78	F#5	5	665
1013/5	0.1	69	68	11/40	11/40	6/8	1	1	1/40			1/32	4/5		8	80	G#5	5	666
2027/10	0.1	69	68	3/10	3/10	6/8	1	1	1/40			1/32	4/5		3	81	A5	5	667
1014/5	0.1	69	68	13/40	13/40	6/8	1	1	1/40			1/32	4/5		5	83	B5	5	668
2029/10	0.1	69	68	7/20	7/20	6/8	1	1	1/40			1/32	4/5		7	85	C#6	6	669
203	1.5	69	68	3/8	3/8	6/8	2	2	3/8			1/4	3/2		-1	53	F3	3	674
203	1.0	69	68	3/8	3/8	6/8	2	1	1/4			1/4	1		8	56	G#3	3	671
203	1.5	69	68	3/8	3/8	6/8	1	1	3/8			1/4	3/2		2	74	D5	5	670
203	1.5	69	68	3/8	3/8	6/8	1	1	3/8			1/4	3/2		5	83	B5	5	670
203	1.5	69	68	3/8	3/8	6/8	1	1	3/8			1/4	3/2		2	86	D6	6	670
204	0.5	69	68	5/8	5/8	6/8	2	1	1/8			1/8	1		3	57	A3	3	672
409/2	1.0	70	69	0	0	6/8	2	2	1/4			1/4	1		4	52	E3	3	691
409/2	0.5	70	69	0	0	6/8	2	1	1/8			1/8	1		10	58	A#3	3	688
409/2	0.75	70	69	0	0	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	675
409/2	0.75	70	69	0	0	6/8	1	1	3/16			1/8	3/2		8	80	G#5	5	675
409/2	0.75	70	69	0	0	6/8	1	1	3/16			1/8	3/2		2	86	D6	6	675
205	1.0	70	69	1/8	1/8	6/8	2	1	1/4			1/4	1		5	59	B3	3	689
821/4	0.08333333333333333	70	69	3/16	3/16	6/8	1	1	1/48			1/32	2/3		4	76	E5	5	676
616/3	0.08333333333333333	70	69	5/24	5/24	6/8	1	1	1/48			1/32	2/3		6	78	F#5	5	677
2465/12	0.08333333333333333	70	69	11/48	11/48	6/8	1	1	1/48			1/32	2/3		8	80	G#5	5	678
411/2	0.08333333333333333	70	69	1/4	1/4	6/8	1	1	1/48			1/32	2/3		3	81	A5	5	679
2467/12	0.08333333333333333	70	69	13/48	13/48	6/8	1	1	1/48			1/32	2/3		5	83	B5	5	680
617/3	0.08333333333333333	70	69	7/24	7/24	6/8	1	1	1/48			1/32	2/3		7	85	C#6	6	681
823/4	0.08333333333333333	70	69	5/16	5/16	6/8	1	1	1/48			1/32	2/3		2	86	D6	6	682
1235/6	0.08333333333333333	70	69	1/3	1/3	6/8	1	1	1/48			1/32	2/3		4	88	E6	6	683
2471/12	0.08333333333333333	70	69	17/48	17/48	6/8	1	1	1/48			1/32	2/3		11	89	E#6	6	684
206	1.0	70	69	3/8	3/8	6/8	2	1	1/4			1/4	1		4	40	E2	2	690
206	1.0	70	69	3/8	3/8	6/8	2	1	1/4			1/4	1		4	52	E3	3	690
206	0.5	70	69	3/8	3/8	6/8	1	1	1/8			1/8	1		2	86	D6	6	685
206	0.5	70	69	3/8	3/8	6/8	1	1	1/8			1/8	1		6	90	F#6	6	685
413/2	0.75	70	69	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	83	B5	5	686
413/2	0.75	70	69	1/2	1/2	6/8	1	1	3/16			1/8	3/2		2	86	D6	6	686
829/4	0.25	70	69	11/16	11/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	687
829/4	0.25	70	69	11/16	11/16	6/8	1	1	1/16			1/16	1		5	83	B5	5	687
415/2	1.0	71	70	0	0	6/8	2	2	1/4			1/4	1		4	40	E2	2	707
415/2	1.0	71	70	0	0	6/8	2	2	1/4			1/4	1		5	47	B2	2	707
415/2	0.5	71	70	0	0	6/8	2	1	1/8			1/8	1		-1	53	F3	3	702
415/2	0.5	71	70	0	0	6/8	1	1	1/8			1/8	1		2	74	D5	5	692
415/2	0.5	71	70	0	0	6/8	1	1	1/8			1/8	1		3	81	A5	5	692
208	0.5	71	70	1/8	1/8	6/8	2	1	1/8			1/8	1		4	52	E3	3	703
208	0.25	71	70	1/8	1/8	6/8	1	1	1/16			1/16	1		8	80	G#5	5	693
833/4	0.125	71	70	3/16	3/16	6/8	1	1	1/32			1/32	1		2	74	D5	5	694
1667/8	0.125	71	70	7/32	7/32	6/8	1	1	1/32			1/32	1		4	76	E5	5	695
417/2	0.5	71	70	1/4	1/4	6/8	2	1	1/8			1/8	1		-3	51	Eb3	3	704
417/2	0.1	71	70	1/4	1/4	6/8	1	1	1/40			1/32	4/5		6	78	F#5	5	696
1043/5	0.1	71	70	11/40	11/40	6/8	1	1	1/40			1/32	4/5		1	79	G5	5	697
2087/10	0.1	71	70	3/10	3/10	6/8	1	1	1/40			1/32	4/5		3	81	A5	5	698
1044/5	0.1	71	70	13/40	13/40	6/8	1	1	1/40			1/32	4/5		5	83	B5	5	699
2089/10	0.1	71	70	7/20	7/20	6/8	1	1	1/40			1/32	4/5		7	85	C#6	6	700
209	1.5	71	70	3/8	3/8	6/8	2	2	3/8			1/4	3/2		-4	44	Ab2	2	708
209	1.5	71	70	3/8	3/8	6/8	2	2	3/8			1/4	3/2		2	50	D3	3	708
209	1.5	71	70	3/8	3/8	6/8	2	2	3/8			1/4	3/2		6	54	F#3	3	708
209	1.0	71	70	3/8	3/8	6/8	2	1	1/4			1/4	1		5	59	B3	3	705
209	1.5	71	70	3/8	3/8	6/8	1	1	3/8			1/4	3/2		6	78	F#5	5	701
209	1.5	71	70	3/8	3/8	6/8	1	1	3/8			1/4	3/2		2	86	D6	6	701
210	0.5	71	70	5/8	5/8	6/8	2	1	1/8			1/8	1		0	60	C4	4	706
421/2	1.0	72	71	0	0	6/8	2	2	1/4			1/4	1		1	43	G2	2	725
421/2	1.0	72	71	0	0	6/8	2	2	1/4			1/4	1		-1	53	F3	3	725
421/2	0.5	72	71	0	0	6/8	2	1	1/8			1/8	1		7	61	C#4	4	722
421/2	0.75	72	71	0	0	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	709
421/2	0.75	72	71	0	0	6/8	1	1	3/16			1/8	3/2		-1	77	F5	5	709
421/2	0.75	72	71	0	0	6/8	1	1	3/16			1/8	3/2		5	83	B5	5	709
421/2	0.75	72	71	0	0	6/8	1	1	3/16			1/8	3/2		2	86	D6	6	709
211	1.0	72	71	1/8	1/8	6/8	2	1	1/4			1/4	1		2	62	D4	4	723
845/4	0.08333333333333333	72	71	3/16	3/16	6/8	1	1	1/48			1/32	2/3		1	79	G5	5	710
634/3	0.08333333333333333	72	71	5/24	5/24	6/8	1	1	1/48			1/32	2/3		3	81	A5	5	711
2537/12	0.08333333333333333	72	71	11/48	11/48	6/8	1	1	1/48			1/32	2/3		5	83	B5	5	712
423/2	0.08333333333333333	72	71	1/4	1/4	6/8	1	1	1/48			1/32	2/3		0	84	C6	6	713
2539/12	0.08333333333333333	72	71	13/48	13/48	6/8	1	1	1/48			1/32	2/3		2	86	D6	6	714
635/3	0.08333333333333333	72	71	7/24	7/24	6/8	1	1	1/48			1/32	2/3		4	88	E6	6	715
847/4	0.08333333333333333	72	71	5/16	5/16	6/8	1	1	1/48			1/32	2/3		-1	89	F6	6	716
1271/6	0.08333333333333333	72	71	1/3	1/3	6/8	1	1	1/48			1/32	2/3		1	91	G6	6	717
2543/12	0.08333333333333333	72	71	17/48	17/48	6/8	1	1	1/48			1/32	2/3		8	92	G#6	6	718
212	1.5	72	71	3/8	3/8	6/8	2	2	3/8			1/4	3/2		1	43	G2	2	726
212	0.5	72	71	3/8	3/8	6/8	1	1	1/8			1/8	1		-1	89	F6	6	719
212	0.5	72	71	3/8	3/8	6/8	1	1	1/8			1/8	1		3	93	A6	6	719
425/2	0.75	72	71	1/2	1/2	6/8	1	1	3/16			1/8	3/2		2	86	D6	6	720
425/2	0.75	72	71	1/2	1/2	6/8	1	1	3/16			1/8	3/2		-1	89	F6	6	720
213	0.5	72	71	5/8	5/8	6/8	2	1	1/8			1/8	1		3	57	A3	3	724
853/4	0.25	72	71	11/16	11/16	6/8	1	1	1/16			1/16	1		-1	77	F5	5	721
853/4	0.25	72	71	11/16	11/16	6/8	1	1	1/16			1/16	1		2	86	D6	6	721
427/2	1.0	73	72	0	0	6/8	2	2	1/4			1/4	1		1	43	G2	2	746
427/2	1.0	73	72	0	0	6/8	2	2	1/4			1/4	1		2	50	D3	3	746
427/2	0.5	73	72	0	0	6/8	2	1	1/8			1/8	1		-4	56	Ab3	3	741
427/2	0.5	73	72	0	0	6/8	1	1	1/8			1/8	1		-1	77	F5	5	727
427/2	0.5	73	72	0	0	6/8	1	1	1/8			1/8	1		0	84	C6	6	727
214	0.5	73	72	1/8	1/8	6/8	2	1	1/8			1/8	1		1	55	G3	3	742
214	0.25	73	72	1/8	1/8	6/8	1	1	1/16			1/16	1		5	83	B5	5	728
857/4	0.125	73	72	3/16	3/16	6/8	1	1	1/32			1/32	1		2	74	D5	5	729
1715/8	0.125	73	72	7/32	7/32	6/8	1	1	1/32			1/32	1		4	76	E5	5	730
429/2	0.5	73	72	1/4	1/4	6/8	2	1	1/8			1/8	1		-6	54	Gb3	3	743
429/2	0.1	73	72	1/4	1/4	6/8	1	1	1/40			1/32	4/5		6	78	F#5	5	731
1073/5	0.1	73	72	11/40	11/40	6/8	1	1	1/40			1/32	4/5		1	79	G5	5	732
2147/10	0.1	73	72	3/10	3/10	6/8	1	1	1/40			1/32	4/5		3	81	A5	5	733
1074/5	0.1	73	72	13/40	13/40	6/8	1	1	1/40			1/32	4/5		-2	82	Bb5	5	734
2149/10	0.1	73	72	7/20	7/20	6/8	1	1	1/40			1/32	4/5		0	84	C6	6	735
215	1.5	73	72	3/8	3/8	6/8	2	2	3/8			1/4	3/2		0	48	C3	3	747
215	1.0	73	72	3/8	3/8	6/8	2	1	1/4			1/4	1		-1	53	F3	3	744
215	0.5	73	72	3/8	3/8	6/8	1	2	1/8			1/8	1		3	81	A5	5	739
215	0.5	73	72	3/8	3/8	6/8	1	1	1/8			1/8	1		2	86	D6	6	736
431/2	1.0	73	72	1/2	1/2	6/8	1	2	1/4			1/4	1		1	79	G5	5	740
431/2	0.5	73	72	1/2	1/2	6/8	1	1	1/8			1/8	1		9	87	D#6	6	737
216	0.5	73	72	5/8	5/8	6/8	2	1	1/8			1/8	1		4	52	E3	3	745
216	0.5	73	72	5/8	5/8	6/8	1	1	1/8			1/8	1		4	88	E6	6	738
433/2	1.0	74	73	0	0	6/8	2	2	1/4			1/4	1		5	47	B2	2	774
433/2	0.25	74	73	0	0	6/8	2	1	1/16			1/16	1		9	51	D#3	3	756
433/2	1.0	74	73	0	0	6/8	1	2	1/4			1/4	1		9	87	D#6	6	752
433/2	0.5	74	73	0	0	6/8	1	1	1/8			1/8	1		11	89	E#6	6	748
867/4	0.25	74	73	1/16	1/16	6/8	2	1	1/16			1/16	1		6	54	F#3	3	757
217	0.25	74	73	1/8	1/8	6/8	2	1	1/16			1/16	1		3	57	A3	3	758
217	0.5	74	73	1/8	1/8	6/8	1	1	1/8			1/8	1		6	90	F#6	6	749
869/4	0.25	74	73	3/16	3/16	6/8	2	1	1/16			1/16	1		9	63	D#4	4	759
435/2	0.0625	74	73	1/4	1/4	6/8	2	1	1/64			1/64	1		6	66	F#4	4	760
3481/16	0.0625	74	73	17/64	17/64	6/8	2	1	1/64			1/64	1		8	68	G#4	4	761
1741/8	0.0625	74	73	9/32	9/32	6/8	2	1	1/64			1/64	1		3	69	A4	4	762
3483/16	0.0625	74	73	19/64	19/64	6/8	2	1	1/64			1/64	1		5	71	B4	4	763
871/4	0.0625	74	73	5/16	5/16	6/8	2	1	1/64			1/64	1		7	73	C#5	5	764
3485/16	0.0625	74	73	21/64	21/64	6/8	2	1	1/64			1/64	1		9	75	D#5	5	765
1743/8	0.0625	74	73	11/32	11/32	6/8	2	1	1/64			1/64	1		4	76	E5	5	766
3487/16	0.0625	74	73	23/64	23/64	6/8	2	1	1/64			1/64	1		-1	77	F5	5	767
218	0.25	74	73	3/8	3/8	6/8	2	1	1/16			1/16	1		4	40	E2	2	768
218	0.25	74	73	3/8	3/8	6/8	2	1	1/16			1/16	1		2	50	D3	3	768
218	0.5	74	73	3/8	3/8	6/8	1	2	1/8			1/8	1		6	66	F#4	4	753
218	1.0	74	73	3/8	3/8	6/8	1	1	1/4			1/4	1		2	74	D5	5	750
218	1.0	74	73	3/8	3/8	6/8	1	1	1/4			1/4	1		6	78	F#5	5	750
873/4	0.25	74	73	7/16	7/16	6/8	2	1	1/16			1/16	1		5	59	B3	3	769
437/2	0.25	74	73	1/2	1/2	6/8	2	1	1/16			1/16	1		0	60	C4	4	770
437/2	0.5	74	73	1/2	1/2	6/8	1	2	1/8			1/8	1		13	67	F##4	4	754
875/4	0.25	74	73	9/16	9/16	6/8	2	1	1/16			1/16	1		7	61	C#4	4	771
219	0.25	74	73	5/8	5/8	6/8	2	1	1/16			1/16	1		2	62	D4	4	772
219	0.5	74	73	5/8	5/8	6/8	1	1	1/8			1/8	1		8	68	G#4	4	751
219	0.5	74	73	5/8	5/8	6/8	1	2	1/8			1/8	1		8	68	G#4	4	755
877/4	0.25	74	73	11/16	11/16	6/8	2	1	1/16			1/16	1		4	52	E3	3	773
439/2	1.5	75	74	0	0	6/8	2	1	3/8			1/4	3/2		-1	41	F2	2	816
439/2	1.5	75	74	0	0	6/8	2	1	3/8			1/4	3/2		0	48	C3	3	816
439/2	1.5	75	74	0	0	6/8	2	1	3/8			1/4	3/2		-1	53	F3	3	816
439/2	0.08333333333333333	75	74	0	0	6/8	1	2	1/48			1/32	2/3		3	69	A4	4	780
439/2	0.5	75	74	0	0	6/8	1	1	1/8			1/8	1		0	72	C5	5	775
2635/12	0.08333333333333333	75	74	1/48	1/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	781
659/3	0.08333333333333333	75	74	1/24	1/24	6/8	1	2	1/48			1/32	2/3		3	69	A4	4	782
879/4	0.08333333333333333	75	74	1/16	1/16	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	783
1319/6	0.08333333333333333	75	74	1/12	1/12	6/8	1	2	1/48			1/32	2/3		3	69	A4	4	784
2639/12	0.08333333333333333	75	74	5/48	5/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	785
220	0.08333333333333333	75	74	1/8	1/8	6/8	1	2	1/48			1/32	2/3		5	71	B4	4	786
220	0.75	75	74	1/8	1/8	6/8	1	1	3/16			1/8	3/2		5	71	B4	4	776
2641/12	0.08333333333333333	75	74	7/48	7/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	787
1321/6	0.08333333333333333	75	74	1/6	1/6	6/8	1	2	1/48			1/32	2/3		5	71	B4	4	788
881/4	0.08333333333333333	75	74	3/16	3/16	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	789
661/3	0.08333333333333333	75	74	5/24	5/24	6/8	1	2	1/48			1/32	2/3		5	71	B4	4	790
2645/12	0.08333333333333333	75	74	11/48	11/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	791
441/2	0.08333333333333333	75	74	1/4	1/4	6/8	1	2	1/48			1/32	2/3		5	71	B4	4	792
2647/12	0.08333333333333333	75	74	13/48	13/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	793
662/3	0.08333333333333333	75	74	7/24	7/24	6/8	1	2	1/48			1/32	2/3		5	71	B4	4	794
883/4	0.08333333333333333	75	74	5/16	5/16	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	795
883/4	0.25	75	74	5/16	5/16	6/8	1	1	1/16			1/16	1		0	72	C5	5	777
1325/6	0.08333333333333333	75	74	1/3	1/3	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	796
2651/12	0.08333333333333333	75	74	17/48	17/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	797
221	1.5	75	74	3/8	3/8	6/8	2	1	3/8			1/4	3/2		6	42	F#2	2	817
221	1.5	75	74	3/8	3/8	6/8	2	1	3/8			1/4	3/2		0	48	C3	3	817
221	1.5	75	74	3/8	3/8	6/8	2	1	3/8			1/4	3/2		9	51	D#3	3	817
221	0.08333333333333333	75	74	3/8	3/8	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	798
221	1.0	75	74	3/8	3/8	6/8	1	1	1/4			1/4	1		0	72	C5	5	778
2653/12	0.08333333333333333	75	74	19/48	19/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	799
1327/6	0.08333333333333333	75	74	5/12	5/12	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	800
885/4	0.08333333333333333	75	74	7/16	7/16	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	801
664/3	0.08333333333333333	75	74	11/24	11/24	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	802
2657/12	0.08333333333333333	75	74	23/48	23/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	803
443/2	0.08333333333333333	75	74	1/2	1/2	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	804
2659/12	0.08333333333333333	75	74	25/48	25/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	805
665/3	0.08333333333333333	75	74	13/24	13/24	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	806
887/4	0.08333333333333333	75	74	9/16	9/16	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	807
1331/6	0.08333333333333333	75	74	7/12	7/12	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	808
2663/12	0.08333333333333333	75	74	29/48	29/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	809
222	0.08333333333333333	75	74	5/8	5/8	6/8	1	2	1/48			1/32	2/3		9	63	D#4	4	810
222	0.5	75	74	5/8	5/8	6/8	1	1	1/8			1/8	1		9	63	D#4	4	779
2665/12	0.08333333333333333	75	74	31/48	31/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	811
1333/6	0.08333333333333333	75	74	2/3	2/3	6/8	1	2	1/48			1/32	2/3		9	63	D#4	4	812
889/4	0.08333333333333333	75	74	11/16	11/16	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	813
667/3	0.08333333333333333	75	74	17/24	17/24	6/8	1	2	1/48			1/32	2/3		9	63	D#4	4	814
2669/12	0.08333333333333333	75	74	35/48	35/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	815
445/2	1.5	76	75	0	0	6/8	2	1	3/8			1/4	3/2		1	43	G2	2	859
445/2	1.5	76	75	0	0	6/8	2	1	3/8			1/4	3/2		0	48	C3	3	859
445/2	1.5	76	75	0	0	6/8	2	1	3/8			1/4	3/2		4	52	E3	3	859
445/2	0.08333333333333333	76	75	0	0	6/8	1	2	1/48			1/32	2/3		4	64	E4	4	823
445/2	0.5	76	75	0	0	6/8	1	1	1/8			1/8	1		0	72	C5	5	818
2671/12	0.08333333333333333	76	75	1/48	1/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	824
668/3	0.08333333333333333	76	75	1/24	1/24	6/8	1	2	1/48			1/32	2/3		4	64	E4	4	825
891/4	0.08333333333333333	76	75	1/16	1/16	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	826
1337/6	0.08333333333333333	76	75	1/12	1/12	6/8	1	2	1/48			1/32	2/3		4	64	E4	4	827
2675/12	0.08333333333333333	76	75	5/48	5/48	6/8	1	2	1/48			1/32	2/3		0	60	C4	4	828
223	0.08333333333333333	76	75	1/8	1/8	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	829
223	0.75	76	75	1/8	1/8	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	819
2677/12	0.08333333333333333	76	75	7/48	7/48	6/8	1	2	1/48			1/32	2/3		2	62	D4	4	830
1339/6	0.08333333333333333	76	75	1/6	1/6	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	831
893/4	0.08333333333333333	76	75	3/16	3/16	6/8	1	2	1/48			1/32	2/3		2	62	D4	4	832
670/3	0.08333333333333333	76	75	5/24	5/24	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	833
2681/12	0.08333333333333333	76	75	11/48	11/48	6/8	1	2	1/48			1/32	2/3		2	62	D4	4	834
447/2	0.08333333333333333	76	75	1/4	1/4	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	835
2683/12	0.08333333333333333	76	75	13/48	13/48	6/8	1	2	1/48			1/32	2/3		2	62	D4	4	836
671/3	0.08333333333333333	76	75	7/24	7/24	6/8	1	2	1/48			1/32	2/3		4	76	E5	5	837
895/4	0.08333333333333333	76	75	5/16	5/16	6/8	1	2	1/48			1/32	2/3		2	62	D4	4	838
895/4	0.25	76	75	5/16	5/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	820
1343/6	0.08333333333333333	76	75	1/3	1/3	6/8	1	2	1/48			1/32	2/3		0	72	C5	5	839
2687/12	0.08333333333333333	76	75	17/48	17/48	6/8	1	2	1/48			1/32	2/3		4	64	E4	4	840
