quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
86	0.5	30	29	3/8	3/8	6/8	1	1	1/8			1/8	1		5	71	B4	4	226
173/2	0.5	30	29	1/2	1/2	6/8	1	1	1/8			1/8	1		6	54	F#3	3	227
173/2	0.5	30	29	1/2	1/2	6/8	1	1	1/8			1/8	1		6	66	F#4	4	227
87	0.5	30	29	5/8	5/8	6/8	1	1	1/8			1/8	1		8	56	G#3	3	228
87	0.5	30	29	5/8	5/8	6/8	1	1	1/8			1/8	1		8	68	G#4	4	228
175/2	1.5	31	30	0	0	6/8	2	2	3/8			1/4	3/2		0	48	C3	3	239
175/2	1.5	31	30	0	0	6/8	2	1	3/8			1/4	3/2		9	51	D#3	3	235
175/2	0.5	31	30	0	0	6/8	1	1	1/8			1/8	1		8	56	G#3	3	231
175/2	0.5	31	30	0	0	6/8	1	1	1/8			1/8	1		8	68	G#4	4	231
88	1.0	31	30	1/8	1/8	6/8	1	1	1/4			1/4	1	1	3	57	A3	3	232
88	1.0	31	30	1/8	1/8	6/8	1	1	1/4			1/4	1	1	3	69	A4	4	232
89	1.5	31	30	3/8	3/8	6/8	2	2	3/8			1/4	3/2		7	49	C#3	3	240
89	0.5	31	30	3/8	3/8	6/8	2	1	1/8			1/8	1		4	52	E3	3	236
89	0.5	31	30	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	3	57	A3	3	233
89	0.5	31	30	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	233
179/2	0.5	31	30	1/2	1/2	6/8	2	1	1/8			1/8	1		11	53	E#3	3	237
179/2	1.0	31	30	1/2	1/2	6/8	1	1	1/4			1/4	1	1	3	57	A3	3	234
179/2	1.0	31	30	1/2	1/2	6/8	1	1	1/4			1/4	1	1	3	69	A4	4	234
90	0.5	31	30	5/8	5/8	6/8	2	1	1/8			1/8	1		6	54	F#3	3	238
181/2	0.5	32	31	0	0	6/8	2	1	1/8			1/8	1		4	40	E2	2	247
181/2	0.5	32	31	0	0	6/8	2	1	1/8			1/8	1		7	49	C#3	3	247
181/2	0.5	32	31	0	0	6/8	2	1	1/8			1/8	1		1	55	G3	3	247
181/2	0.5	32	31	0	0	6/8	1	1	1/8			1/8	1	-1	3	57	A3	3	241
181/2	0.5	32	31	0	0	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	241
91	0.75	32	31	1/8	1/8	6/8	1	1	3/16			1/8	3/2		7	61	C#4	4	242
91	0.75	32	31	1/8	1/8	6/8	1	1	3/16			1/8	3/2		7	73	C#5	5	242
367/4	0.25	32	31	5/16	5/16	6/8	1	1	1/16			1/16	1		5	59	B3	3	243
367/4	0.25	32	31	5/16	5/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	243
92	0.5	32	31	3/8	3/8	6/8	1	1	1/8			1/8	1		5	59	B3	3	244
92	0.5	32	31	3/8	3/8	6/8	1	1	1/8			1/8	1		5	71	B4	4	244
185/2	0.5	32	31	1/2	1/2	6/8	1	1	1/8			1/8	1		6	54	F#3	3	245
185/2	0.5	32	31	1/2	1/2	6/8	1	1	1/8			1/8	1		6	66	F#4	4	245
93	0.5	32	31	5/8	5/8	6/8	1	1	1/8			1/8	1		1	55	G3	3	246
93	0.5	32	31	5/8	5/8	6/8	1	1	1/8			1/8	1		1	67	G4	4	246
187/2	1.5	33	32	0	0	6/8	2	2	3/8			1/4	3/2		-1	41	F2	2	257
187/2	1.0	33	32	0	0	6/8	2	1	1/4			1/4	1		7	49	C#3	3	253
187/2	0.5	33	32	0	0	6/8	1	1	1/8			1/8	1		8	56	G#3	3	248
187/2	0.5	33	32	0	0	6/8	1	1	1/8			1/8	1		8	68	G#4	4	248
94	1.0	33	32	1/8	1/8	6/8	1	1	1/4			1/4	1		3	57	A3	3	249
94	1.0	33	32	1/8	1/8	6/8	1	1	1/4			1/4	1		3	69	A4	4	249
189/2	0.5	33	32	1/4	1/4	6/8	2	1	1/8			1/8	1		2	50	D3	3	254
95	1.5	33	32	3/8	3/8	6/8	2	2	3/8			1/4	3/2		6	42	F#2	2	258
95	1.0	33	32	3/8	3/8	6/8	2	1	1/4			1/4	1		9	51	D#3	3	255
95	0.5	33	32	3/8	3/8	6/8	1	1	1/8			1/8	1		3	57	A3	3	250
95	0.5	33	32	3/8	3/8	6/8	1	1	1/8			1/8	1		3	69	A4	4	250
191/2	0.75	33	32	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	59	B3	3	251
191/2	0.75	33	32	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	71	B4	4	251
96	0.5	33	32	5/8	5/8	6/8	2	1	1/8			1/8	1	1	4	52	E3	3	256
385/4	0.25	33	32	11/16	11/16	6/8	1	1	1/16			1/16	1		0	60	C4	4	252
385/4	0.25	33	32	11/16	11/16	6/8	1	1	1/16			1/16	1		0	72	C5	5	252
193/2	1.5	34	33	0	0	6/8	2	2	3/8			1/4	3/2		1	43	G2	2	270
193/2	0.5	34	33	0	0	6/8	2	1	1/8			1/8	1	-1	4	52	E3	3	265
193/2	1.5	34	33	0	0	6/8	1	2	3/8			1/4	3/2		0	60	C4	4	264
193/2	1.0	34	33	0	0	6/8	1	1	1/4			1/4	1		0	72	C5	5	259
97	0.5	34	33	1/8	1/8	6/8	2	1	1/8			1/8	1		-1	53	F3	3	266
195/2	0.5	34	33	1/4	1/4	6/8	2	1	1/8			1/8	1		6	54	F#3	3	267
195/2	0.5	34	33	1/4	1/4	6/8	1	1	1/8			1/8	1		4	64	E4	4	260
98	1.5	34	33	3/8	3/8	6/8	2	2	3/8			1/4	3/2		8	44	G#2	2	271
98	1.0	34	33	3/8	3/8	6/8	2	1	1/4			1/4	1		-1	53	F3	3	268
98	0.5	34	33	3/8	3/8	6/8	1	1	1/8			1/8	1		0	60	C4	4	261
98	0.5	34	33	3/8	3/8	6/8	1	1	1/8			1/8	1		0	72	C5	5	261
197/2	0.75	34	33	1/2	1/2	6/8	1	1	3/16			1/8	3/2		2	62	D4	4	262
197/2	0.75	34	33	1/2	1/2	6/8	1	1	3/16			1/8	3/2		2	74	D5	5	262
99	0.5	34	33	5/8	5/8	6/8	2	1	1/8			1/8	1		-1	53	F3	3	269
397/4	0.25	34	33	11/16	11/16	6/8	1	1	1/16			1/16	1		4	64	E4	4	263
397/4	0.25	34	33	11/16	11/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	263
199/2	1.0	35	34	0	0	6/8	2	2	1/4			1/4	1		3	45	A2	2	283
199/2	1.5	35	34	0	0	6/8	2	1	3/8			1/4	3/2		6	54	F#3	3	279
199/2	0.5	35	34	0	0	6/8	1	1	1/8			1/8	1		4	64	E4	4	272
199/2	1.5	35	34	0	0	6/8	1	2	3/8			1/4	3/2		0	72	C5	5	277
199/2	0.5	35	34	0	0	6/8	1	1	1/8			1/8	1		4	76	E5	5	272
100	1.0	35	34	1/8	1/8	6/8	1	1	1/4			1/4	1		2	62	D4	4	273
100	1.0	35	34	1/8	1/8	6/8	1	1	1/4			1/4	1		2	74	D5	5	273
201/2	0.5	35	34	1/4	1/4	6/8	2	2	1/8			1/8	1		-4	44	Ab2	2	284
101	1.0	35	34	3/8	3/8	6/8	2	2	1/4			1/4	1		1	43	G2	2	285
101	0.5	35	34	3/8	3/8	6/8	2	1	1/8			1/8	1		-1	53	F3	3	280
101	0.5	35	34	3/8	3/8	6/8	1	1	1/8			1/8	1		2	62	D4	4	274
101	1.5	35	34	3/8	3/8	6/8	1	2	3/8			1/4	3/2		5	71	B4	4	278
101	0.5	35	34	3/8	3/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	274
203/2	0.5	35	34	1/2	1/2	6/8	2	1	1/8			1/8	1		4	52	E3	3	281
203/2	0.75	35	34	1/2	1/2	6/8	1	1	3/16			1/8	3/2		4	64	E4	4	275
203/2	0.75	35	34	1/2	1/2	6/8	1	1	3/16			1/8	3/2		4	76	E5	5	275
102	0.5	35	34	5/8	5/8	6/8	2	2	1/8			1/8	1		-1	41	F2	2	286
102	0.5	35	34	5/8	5/8	6/8	2	1	1/8			1/8	1		2	50	D3	3	282
409/4	0.25	35	34	11/16	11/16	6/8	1	1	1/16			1/16	1		-1	65	F4	4	276
409/4	0.25	35	34	11/16	11/16	6/8	1	1	1/16			1/16	1		-1	77	F5	5	276
205/2	1.0	36	35	0	0	6/8	2	1	1/4			1/4	1		4	40	E2	2	294
205/2	1.0	36	35	0	0	6/8	2	1	1/4			1/4	1		0	48	C3	3	294
205/2	1.0	36	35	0	0	6/8	1	2	1/4			1/4	1		1	67	G4	4	293
205/2	1.0	36	35	0	0	6/8	1	2	1/4			1/4	1		-2	70	Bb4	4	293
205/2	0.5	36	35	0	0	6/8	1	1	1/8			1/8	1		1	79	G5	5	287
103	0.5	36	35	1/8	1/8	6/8	1	1	1/8			1/8	1		0	72	C5	5	288
207/2	0.5	36	35	1/4	1/4	6/8	2	1	1/8			1/8	1		2	50	D3	3	295
207/2	0.5	36	35	1/4	1/4	6/8	2	1	1/8			1/8	1		1	55	G3	3	295
207/2	0.5	36	35	1/4	1/4	6/8	1	1	1/8			1/8	1	1	-2	70	Bb4	4	289
207/2	0.5	36	35	1/4	1/4	6/8	1	1	1/8			1/8	1		2	74	D5	5	289
207/2	0.5	36	35	1/4	1/4	6/8	1	1	1/8			1/8	1	1	-2	82	Bb5	5	289
104	1.5	36	35	3/8	3/8	6/8	2	2	3/8			1/4	3/2		7	49	C#3	3	299
104	0.5	36	35	3/8	3/8	6/8	2	1	1/8			1/8	1		1	55	G3	3	296
104	0.5	36	35	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	-2	70	Bb4	4	290
104	0.5	36	35	3/8	3/8	6/8	1	1	1/8			1/8	1		4	76	E5	5	290
104	0.5	36	35	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	-2	82	Bb5	5	290
209/2	0.5	36	35	1/2	1/2	6/8	2	1	1/8			1/8	1		3	57	A3	3	297
209/2	0.75	36	35	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	69	A4	4	291
209/2	0.75	36	35	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	81	A5	5	291
105	0.5	36	35	5/8	5/8	6/8	2	1	1/8			1/8	1		-2	58	Bb3	3	298
421/4	0.25	36	35	11/16	11/16	6/8	1	1	1/16			1/16	1		1	67	G4	4	292
421/4	0.25	36	35	11/16	11/16	6/8	1	1	1/16			1/16	1		1	79	G5	5	292
211/2	1.5	37	36	0	0	6/8	2	2	3/8			1/4	3/2		2	50	D3	3	308
211/2	1.5	37	36	0	0	6/8	2	1	3/8			1/4	3/2		3	57	A3	3	306
211/2	1.0	37	36	0	0	6/8	1	1	1/4			1/4	1		1	67	G4	4	300
211/2	1.0	37	36	0	0	6/8	1	1	1/4			1/4	1		1	79	G5	5	300
213/2	0.5	37	36	1/4	1/4	6/8	1	1	1/8			1/8	1		-1	65	F4	4	301
213/2	0.5	37	36	1/4	1/4	6/8	1	1	1/8			1/8	1		-1	77	F5	5	301
107	1.5	37	36	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-5	49	Db3	3	307
107	1.5	37	36	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-1	53	F3	3	307
107	1.5	37	36	3/8	3/8	6/8	1	2	3/8			1/4	3/2		5	59	B3	3	305
107	0.5	37	36	3/8	3/8	6/8	1	1	1/8			1/8	1		-1	65	F4	4	302
215/2	0.75	37	36	1/2	1/2	6/8	1	1	3/16			1/8	3/2		1	67	G4	4	303
433/4	0.25	37	36	11/16	11/16	6/8	1	1	1/16			1/16	1		3	69	A4	4	304
217/2	1.5	38	37	0	0	6/8	2	1	3/8			1/4	3/2		0	48	C3	3	316
217/2	1.5	38	37	0	0	6/8	2	1	3/8			1/4	3/2		4	52	E3	3	316
217/2	1.5	38	37	0	0	6/8	1	2	3/8			1/4	3/2		-2	58	Bb3	3	314
217/2	0.5	38	37	0	0	6/8	1	1	1/8			1/8	1		6	66	F#4	4	309
109	1.0	38	37	1/8	1/8	6/8	1	1	1/4			1/4	1		1	67	G4	4	310
110	1.5	38	37	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-5	61	Db4	4	317
110	1.5	38	37	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-1	65	F4	4	317
110	1.5	38	37	3/8	3/8	6/8	1	2	3/8			1/4	3/2		5	71	B4	4	315
110	0.5	38	37	3/8	3/8	6/8	1	1	1/8			1/8	1		-1	77	F5	5	311
221/2	0.75	38	37	1/2	1/2	6/8	1	1	3/16			1/8	3/2		1	79	G5	5	312
445/4	0.25	38	37	11/16	11/16	6/8	1	1	1/16			1/16	1		3	81	A5	5	313
223/2	1.5	39	38	0	0	6/8	2	1	3/8			1/4	3/2		0	60	C4	4	325
223/2	1.5	39	38	0	0	6/8	2	1	3/8			1/4	3/2		4	64	E4	4	325
223/2	1.5	39	38	0	0	6/8	1	2	3/8			1/4	3/2		-2	70	Bb4	4	323
223/2	0.5	39	38	0	0	6/8	1	1	1/8			1/8	1		6	78	F#5	5	318
112	1.0	39	38	1/8	1/8	6/8	1	1	1/4			1/4	1		1	79	G5	5	319
113	1.5	39	38	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-3	51	Eb3	3	326
113	1.5	39	38	3/8	3/8	6/8	2	1	3/8			1/4	3/2		1	55	G3	3	326
113	1.5	39	38	3/8	3/8	6/8	1	2	3/8			1/4	3/2		7	61	C#4	4	324
113	0.5	39	38	3/8	3/8	6/8	1	1	1/8			1/8	1		1	67	G4	4	320
227/2	0.75	39	38	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	69	A4	4	321
457/4	0.25	39	38	11/16	11/16	6/8	1	1	1/16			1/16	1		-2	70	Bb4	4	322
229/2	1.5	40	39	0	0	6/8	2	1	3/8			1/4	3/2		2	50	D3	3	334
229/2	1.5	40	39	0	0	6/8	2	1	3/8			1/4	3/2		6	54	F#3	3	334
229/2	1.5	40	39	0	0	6/8	1	2	3/8			1/4	3/2		0	60	C4	4	332
229/2	0.5	40	39	0	0	6/8	1	1	1/8			1/8	1		8	68	G#4	4	327
115	1.0	40	39	1/8	1/8	6/8	1	1	1/4			1/4	1		3	69	A4	4	328
116	1.5	40	39	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-3	63	Eb4	4	335
116	1.5	40	39	3/8	3/8	6/8	2	1	3/8			1/4	3/2		1	67	G4	4	335
116	1.5	40	39	3/8	3/8	6/8	1	2	3/8			1/4	3/2		7	73	C#5	5	333
116	0.5	40	39	3/8	3/8	6/8	1	1	1/8			1/8	1		1	79	G5	5	329
233/2	0.75	40	39	1/2	1/2	6/8	1	1	3/16			1/8	3/2		3	81	A5	5	330
469/4	0.25	40	39	11/16	11/16	6/8	1	1	1/16			1/16	1		-2	82	Bb5	5	331
235/2	1.5	41	40	0	0	6/8	2	1	3/8			1/4	3/2		2	62	D4	4	343
235/2	1.5	41	40	0	0	6/8	2	1	3/8			1/4	3/2		6	66	F#4	4	343
235/2	1.5	41	40	0	0	6/8	1	2	3/8			1/4	3/2		0	72	C5	5	341
235/2	0.5	41	40	0	0	6/8	1	1	1/8			1/8	1		8	80	G#5	5	336
118	1.0	41	40	1/8	1/8	6/8	1	1	1/4			1/4	1		3	81	A5	5	337
119	1.5	41	40	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-1	53	F3	3	344
119	1.5	41	40	3/8	3/8	6/8	2	1	3/8			1/4	3/2		3	57	A3	3	344
119	1.5	41	40	3/8	3/8	6/8	1	2	3/8			1/4	3/2		9	63	D#4	4	342
119	0.5	41	40	3/8	3/8	6/8	1	1	1/8			1/8	1		3	69	A4	4	338
239/2	0.75	41	40	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	71	B4	4	339
481/4	0.25	41	40	11/16	11/16	6/8	1	1	1/16			1/16	1		0	72	C5	5	340
241/2	1.5	42	41	0	0	6/8	2	1	3/8			1/4	3/2		5	47	B2	2	351
241/2	1.5	42	41	0	0	6/8	2	1	3/8			1/4	3/2		6	54	F#3	3	351
241/2	1.5	42	41	0	0	6/8	2	1	3/8			1/4	3/2		3	57	A3	3	351
241/2	1.0	42	41	0	0	6/8	1	1	1/4			1/4	1		9	63	D#4	4	345
241/2	1.0	42	41	0	0	6/8	1	1	1/4			1/4	1		0	72	C5	5	345
243/2	0.5	42	41	1/4	1/4	6/8	1	1	1/8			1/8	1		9	63	D#4	4	346
122	1.5	42	41	3/8	3/8	6/8	2	1	3/8			1/4	3/2		-1	65	F4	4	352
122	1.5	42	41	3/8	3/8	6/8	2	1	3/8			1/4	3/2		3	69	A4	4	352
122	1.5	42	41	3/8	3/8	6/8	1	2	3/8			1/4	3/2		9	75	D#5	5	350
122	0.5	42	41	3/8	3/8	6/8	1	1	1/8			1/8	1		3	81	A5	5	347
245/2	0.75	42	41	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	83	B5	5	348
493/4	0.25	42	41	11/16	11/16	6/8	1	1	1/16			1/16	1		0	84	C6	6	349
247/2	1.5	43	42	0	0	6/8	2	1	3/8			1/4	3/2		5	59	B3	3	359
247/2	1.5	43	42	0	0	6/8	2	1	3/8			1/4	3/2		6	66	F#4	4	359
247/2	1.5	43	42	0	0	6/8	2	1	3/8			1/4	3/2		3	69	A4	4	359
247/2	1.0	43	42	0	0	6/8	1	1	1/4			1/4	1		9	75	D#5	5	353
247/2	1.0	43	42	0	0	6/8	1	1	1/4			1/4	1		0	84	C6	6	353
249/2	0.5	43	42	1/4	1/4	6/8	1	1	1/8			1/8	1		9	75	D#5	5	354
125	1.5	43	42	3/8	3/8	6/8	2	1	3/8			1/4	3/2		6	54	F#3	3	360
125	1.5	43	42	3/8	3/8	6/8	1	2	3/8			1/4	3/2		0	60	C4	4	358
125	1.5	43	42	3/8	3/8	6/8	1	2	3/8			1/4	3/2		9	63	D#4	4	358
125	0.5	43	42	3/8	3/8	6/8	1	1	1/8			1/8	1		3	69	A4	4	355
251/2	0.75	43	42	1/2	1/2	6/8	1	1	3/16			1/8	3/2		5	71	B4	4	356
505/4	0.25	43	42	11/16	11/16	6/8	1	1	1/16			1/16	1		12	72	B#4	4	357
253/2	1.5	44	43	0	0	6/8	2	1	3/8			1/4	3/2		9	51	D#3	3	368
253/2	1.5	44	43	0	0	6/8	2	1	3/8			1/4	3/2		3	57	A3	3	368
253/2	0.5	44	43	0	0	6/8	1	1	1/8			1/8	1		12	60	B#3	3	361
253/2	1.5	44	43	0	0	6/8	1	2	3/8			1/4	3/2		6	66	F#4	4	367
253/2	0.5	44	43	0	0	6/8	1	1	1/8			1/8	1		12	72	B#4	4	361
127	0.5	44	43	1/8	1/8	6/8	1	1	1/8			1/8	1		7	61	C#4	4	362
127	0.5	44	43	1/8	1/8	6/8	1	1	1/8			1/8	1		7	73	C#5	5	362
255/2	0.5	44	43	1/4	1/4	6/8	1	1	1/8			1/8	1		2	62	D4	4	363
255/2	0.5	44	43	1/4	1/4	6/8	1	1	1/8			1/8	1		2	74	D5	5	363
128	1.0	44	43	3/8	3/8	6/8	2	1	1/4			1/4	1		12	48	B#2	2	369
128	1.0	44	43	3/8	3/8	6/8	2	1	1/4			1/4	1		6	54	F#3	3	369
128	1.0	44	43	3/8	3/8	6/8	2	1	1/4			1/4	1		8	56	G#3	3	369
128	0.5	44	43	3/8	3/8	6/8	1	1	1/8			1/8	1		9	63	D#4	4	364
128	0.5	44	43	3/8	3/8	6/8	1	1	1/8			1/8	1		9	75	D#5	5	364
257/2	0.75	44	43	1/2	1/2	6/8	1	1	3/16			1/8	3/2		6	66	F#4	4	365
257/2	0.75	44	43	1/2	1/2	6/8	1	1	3/16			1/8	3/2		6	78	F#5	5	365
129	0.5	44	43	5/8	5/8	6/8	2	1	1/8			1/8	1		8	44	G#2	2	370
129	0.5	44	43	5/8	5/8	6/8	2	1	1/8			1/8	1		12	60	B#3	3	370
517/4	0.25	44	43	11/16	11/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	366
259/2	1.5	45	44	0	0	6/8	2	1	3/8			1/4	3/2	1	3	45	A2	2	373
259/2	1.5	45	44	0	0	6/8	2	1	3/8			1/4	3/2	1	4	52	E3	3	373
259/2	1.5	45	44	0	0	6/8	1	1	3/8			1/4	3/2		9	75	D#5	5	371
131	0.5	45	44	3/8	3/8	6/8	2	1	1/8			1/8	1	-1	3	45	A2	2	374
131	0.5	45	44	3/8	3/8	6/8	2	1	1/8			1/8	1	-1	4	52	E3	3	374
131	1.0	45	44	3/8	3/8	6/8	1	1	1/4			1/4	1		7	73	C#5	5	372
263/2	0.5	45	44	1/2	1/2	6/8	2	1	1/8			1/8	1		4	64	E4	4	375
132	0.5	45	44	5/8	5/8	6/8	2	1	1/8			1/8	1		11	65	E#4	4	376
265/2	3.0	46	45	0	0	6/8	2	2	3/4			1/2	3/2		3	57	A3	3	387
265/2	1.5	46	45	0	0	6/8	2	1	3/8			1/4	3/2		6	66	F#4	4	385
265/2	1.5	46	45	0	0	6/8	1	2	3/8			1/4	3/2	1	7	73	C#5	5	382
265/2	0.5	46	45	0	0	6/8	1	1	1/8			1/8	1		9	75	D#5	5	377
265/2	0.5	46	45	0	0	6/8	1	1	1/8			1/8	1		7	85	C#6	6	377
133	1.0	46	45	1/8	1/8	6/8	1	1	1/4			1/4	1		9	75	D#5	5	378
134	1.5	46	45	3/8	3/8	6/8	2	1	3/8			1/4	3/2		9	63	D#4	4	386
134	1.0	46	45	3/8	3/8	6/8	1	2	1/4			1/4	1	-1	7	73	C#5	5	383
134	0.5	46	45	3/8	3/8	6/8	1	1	1/8			1/8	1		6	78	F#5	5	379
269/2	0.75	46	45	1/2	1/2	6/8	1	1	3/16			1/8	3/2		8	80	G#5	5	380
135	0.5	46	45	5/8	5/8	6/8	1	2	1/8			1/8	1		0	72	C5	5	384
541/4	0.25	46	45	11/16	11/16	6/8	1	1	1/16			1/16	1		3	81	A5	5	381
271/2	1.5	47	46	0	0	6/8	2	2	3/8			1/4	3/2		8	56	G#3	3	396
271/2	1.5	47	46	0	0	6/8	2	1	3/8			1/4	3/2		4	64	E4	4	394
271/2	1.5	47	46	0	0	6/8	1	2	3/8			1/4	3/2		5	71	B4	4	392
271/2	0.5	47	46	0	0	6/8	1	1	1/8			1/8	1		10	82	A#5	5	388
136	1.0	47	46	1/8	1/8	6/8	1	1	1/4			1/4	1	1	5	83	B5	5	389
137	1.5	47	46	3/8	3/8	6/8	2	2	3/8			1/4	3/2		7	61	C#4	4	397
137	1.5	47	46	3/8	3/8	6/8	2	1	3/8			1/4	3/2		8	68	G#4	4	395
137	1.5	47	46	3/8	3/8	6/8	1	2	3/8			1/4	3/2		4	76	E5	5	393
137	0.5	47	46	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	5	83	B5	5	390
275/2	1.0	47	46	1/2	1/2	6/8	1	1	1/4			1/4	1		5	83	B5	5	391
277/2	3.0	48	47	0	0	6/8	2	2	3/4			1/2	3/2		6	54	F#3	3	408
277/2	1.5	48	47	0	0	6/8	2	1	3/8			1/4	3/2		4	64	E4	4	406
277/2	1.5	48	47	0	0	6/8	1	2	3/8			1/4	3/2	1	5	71	B4	4	403
277/2	0.5	48	47	0	0	6/8	1	1	1/8			1/8	1		7	73	C#5	5	398
277/2	0.5	48	47	0	0	6/8	1	1	1/8			1/8	1		5	83	B5	5	398
139	1.0	48	47	1/8	1/8	6/8	1	1	1/4			1/4	1		7	73	C#5	5	399
140	1.5	48	47	3/8	3/8	6/8	2	1	3/8			1/4	3/2		7	61	C#4	4	407
140	1.0	48	47	3/8	3/8	6/8	1	2	1/4			1/4	1	-1	5	71	B4	4	404
140	0.5	48	47	3/8	3/8	6/8	1	1	1/8			1/8	1		4	76	E5	5	400
281/2	0.75	48	47	1/2	1/2	6/8	1	1	3/16			1/8	3/2		6	78	F#5	5	401
141	0.5	48	47	5/8	5/8	6/8	1	2	1/8			1/8	1		10	70	A#4	4	405
565/4	0.25	48	47	11/16	11/16	6/8	1	1	1/16			1/16	1		8	80	G#5	5	402
283/2	1.5	49	48	0	0	6/8	2	2	3/8			1/4	3/2		5	59	B3	3	416
283/2	3.0	49	48	0	0	6/8	2	1	3/4			1/2	3/2		6	66	F#4	4	415
283/2	1.5	49	48	0	0	6/8	1	2	3/8			1/4	3/2	1	3	69	A4	4	413
283/2	3.0	49	48	0	0	6/8	1	3	3/4			1/2	3/2		9	75	D#5	5	414
283/2	0.5	49	48	0	0	6/8	1	1	1/8			1/8	1		8	80	G#5	5	409
142	1.0	49	48	1/8	1/8	6/8	1	1	1/4			1/4	1	1	3	81	A5	5	410
143	1.5	49	48	3/8	3/8	6/8	2	2	3/8			1/4	3/2		0	60	C4	4	417
143	0.5	49	48	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	411
143	0.5	49	48	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	3	81	A5	5	411
287/2	1.0	49	48	1/2	1/2	6/8	1	1	1/4			1/4	1	1	3	69	A4	4	412
287/2	1.0	49	48	1/2	1/2	6/8	1	1	1/4			1/4	1	1	3	81	A5	5	412
289/2	3.0	50	49	0	0	6/8	2	1	3/4			1/2	3/2		9	51	D#3	3	424
289/2	3.0	50	49	0	0	6/8	2	1	3/4			1/2	3/2		6	54	F#3	3	424
289/2	3.0	50	49	0	0	6/8	2	1	3/4			1/2	3/2		0	60	C4	4	424
289/2	3.0	50	49	0	0	6/8	2	1	3/4			1/2	3/2		9	63	D#4	4	424
289/2	0.5	50	49	0	0	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	418
289/2	0.5	50	49	0	0	6/8	1	1	1/8			1/8	1	-1	3	81	A5	5	418
145	0.75	50	49	1/8	1/8	6/8	1	1	3/16			1/8	3/2		0	72	C5	5	419
145	0.75	50	49	1/8	1/8	6/8	1	1	3/16			1/8	3/2		0	84	C6	6	419
583/4	0.25	50	49	5/16	5/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	420
583/4	0.25	50	49	5/16	5/16	6/8	1	1	1/16			1/16	1		5	83	B5	5	420
146	0.5	50	49	3/8	3/8	6/8	1	1	1/8			1/8	1		5	71	B4	4	421
146	0.5	50	49	3/8	3/8	6/8	1	1	1/8			1/8	1		5	83	B5	5	421
293/2	0.5	50	49	1/2	1/2	6/8	1	1	1/8			1/8	1		6	66	F#4	4	422
293/2	0.5	50	49	1/2	1/2	6/8	1	1	1/8			1/8	1		6	78	F#5	5	422
147	0.5	50	49	5/8	5/8	6/8	1	1	1/8			1/8	1	1	8	68	G#4	4	423
147	0.5	50	49	5/8	5/8	6/8	1	1	1/8			1/8	1	1	8	80	G#5	5	423
295/2	1.5	51	50	0	0	6/8	2	2	3/8			1/4	3/2	1	0	60	C4	4	433
295/2	1.5	51	50	0	0	6/8	2	1	3/8			1/4	3/2		9	63	D#4	4	429
295/2	0.5	51	50	0	0	6/8	1	1	1/8			1/8	1	-1	8	68	G#4	4	425
295/2	0.5	51	50	0	0	6/8	1	1	1/8			1/8	1	-1	8	80	G#5	5	425
148	1.0	51	50	1/8	1/8	6/8	1	1	1/4			1/4	1	1	3	69	A4	4	426
148	1.0	51	50	1/8	1/8	6/8	1	1	1/4			1/4	1	1	3	81	A5	5	426
149	1.5	51	50	3/8	3/8	6/8	2	2	3/8			1/4	3/2		7	61	C#4	4	434
149	0.5	51	50	3/8	3/8	6/8	2	1	1/8			1/8	1		4	64	E4	4	430
149	0.5	51	50	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	3	69	A4	4	427
149	0.5	51	50	3/8	3/8	6/8	1	1	1/8			1/8	1	-1	3	81	A5	5	427
