key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
761	G	I	117	107	51	47.7	18	33	1 3 1 3 6 3 4 2 4 5 4 1 3 1 3 6 3 4 2 5 1 6 4 5 1 6 4 5 1 3 2 1 7 1 7 6 5 #4 4 3 2 1 7 1 7 6 5 #4 4 3 1 6 4 5 4 3 1 6 4 5 3 1 2 1 5 1 5 6 5 #4 4 3 2 1 7 1 7 6 5 6 4 1 3 1 3 6 3 4 2 4 5 1 3 1 3 6 3 4 2 5 1 5 1 7 1 2 5	['3 4', '4 4 5 4', '3 4', '4 4 5 5', '4 5', '3 2 1 7 1 7 6 5 #4 4 3 2 1 7 1 7 6 5 #4 4 3', '4 4 5 5 4 3', '4 5', '1 1 2 1', '5 6 5 #4 4 3 2 1 7 1 7 6 5 6', '3 4', '4 5 5', '3 4', '1 7 1 2']	['vi64 ii6', 'ii6 V2(4) V7 V2', 'vi64 ii6', 'ii6(2) ii6 V7(4) V7', 'ii6 V7', 'I6 V43 I V6 I V6 V43/V V V65/V V2 I6 V43 I V6 I V6 viio6(9)/V V V65/V V2 I6', 'ii6(9) ii6 V(4) V V2 I6', 'ii6 V7', 'I I V43 I', 'V viio6/V V viio(+2)/V V2 I6 V43 I V6 I V6 viio6(+2)/V V viio6/V', 'vi64 ii6', 'ii6 V7(4) V7', 'vi64 ii6', 'I viio I ii']	['3 4', '4 4 5', '3 4', '4 4 5 5', '4 5', '7 1', '7 1', '4 4 5 5', '4 5', '1 1 2', '5 6', '7 1', '5 6', '3 4', '4 5 5', '3 4', '7 1 2']	['vi64 ii6', 'ii6 V2(4) V7', 'vi64 ii6', 'ii6(2) ii6 V7(4) V7', 'ii6 V7', 'V6 I', 'V6 I', 'ii6(9) ii6 V(4) V', 'ii6 V7', 'I I V43', 'V viio6/V', 'V6 I', 'V viio6/V', 'vi64 ii6', 'ii6 V7(4) V7', 'vi64 ii6', 'viio I ii']	['5 4', '3 2 1 7', '1 7 6 5 #4 4 3 2 1 7', '1 7 6 5 #4 4 3', '5 5 4 3', '2 1', '6 5 #4 4 3 2 1 7', '1 7 6 5', '1 7']	['V7 V2', 'I6 V43 I V6', 'I V6 V43/V V V65/V V2 I6 V43 I V6', 'I V6 viio6(9)/V V V65/V V2 I6', 'V(4) V V2 I6', 'V43 I', 'viio6/V V viio(+2)/V V2 I6 V43 I V6', 'I V6 viio6(+2)/V V', 'I viio']	('ABC', 'n13op130_04', 148)	('ABC', 'n13op130_04', 264)
762	G	IV	11	8	3	37.5	0	3	4 3 1 7 2 b6 5 1	['4 3', '1 7', 'b6 b6 5 5 5']	['V2 I6', 'I V6', 'iv6 iio64 V7 V(64) V7']	[]	[]	['4 3', '1 7', 'b6 b6 5 5 5']	['V2 I6', 'I V6', 'iv6 iio64 V7 V(64) V7']	('ABC', 'n13op130_04', 265)	('ABC', 'n13op130_04', 275)
763	G	I	19	14	1	7.1	1	0	1 3 1 3 6 3 4 2 5 1 5 3 5 1	['3 4']	['vi64 ii6']	['3 4']	['vi64 ii6']	[]	[]	('ABC', 'n13op130_04', 276)	('ABC', 'n13op130_04', 294)
764	Eb	I	42	38	23	60.5	19	4	1 #1 2 5 1 2 3 4 #4 5 1 2 3 2 1 7 #5 6 4 #1 2 3 5 6 7 1 6 7 1 3 6 3 2 5 1 2 3 #5	['1 #1 2', '1 2 3 4 #4 5', '1 2 3 2 1 7', '#5 6 6', '#1 2 3', '5 6 7 1', '6 7 1', '3 2', '1 2 2 3 3']	['I V65/ii ii(+4)', 'I V43 I6 ii6 vii%7/V V', 'I V43 I6 V43 I V6', '#viio7/vi vi(6) vi', 'V6/ii ii I6', 'V(64) vi7 V6 I', 'vi7 V6 I', 'I6 V43', 'I V43(+6) V43 I6 V7/vi']	['1 #1 2', '1 2 3 4 #4 5', '1 2 3', '#5 6 6', '#1 2 3', '5 6 7 1', '6 7 1', '1 2 2 3 3']	['I V65/ii ii(+4)', 'I V43 I6 ii6 vii%7/V V', 'I V43 I6', '#viio7/vi vi(6) vi', 'V6/ii ii I6', 'V(64) vi7 V6 I', 'vi7 V6 I', 'I V43(+6) V43 I6 V7/vi']	['3 2 1 7', '3 2']	['I6 V43 I V6', 'I6 V43']	('ABC', 'n13op130_05', 0)	('ABC', 'n13op130_05', 41)
765	Eb	vi	17	13	9	69.2	5	4	1 4 5 6 #6 6 5 4 5 4 5 1 4	['4 4 5 6 #6 6 5 4 5 4 5 5']	['ii%65(2) ii%65 V43/iv iv6 IV6 It6 V(64) iv7 V(64) iv7 V(64) V7']	['4 4 5 6 #6', '4 5', '4 5 5']	['ii%65(2) ii%65 V43/iv iv6 IV6', 'iv7 V(64)', 'iv7 V(64) V7']	['#6 6 5 4', '5 4']	['IV6 It6 V(64) iv7', 'V(64) iv7']	('ABC', 'n13op130_05', 42)	('ABC', 'n13op130_05', 58)
766	Eb	I	61	50	25	50.0	10	15	2 5 4 7 2 7 6 5 3 6 4 5 4 3 6 4 5 4 3 6 4 #4 5 1 5 1 2 3 6 4 5 4 3 6 4 5 #4 4 3 1 6 4 3 6 #4 5 1 7 1 b7	['5 4', '7 6 5', '4 5 5 4 3', '4 5 5 4 3', '4 #4 5 5', '1 1 2 3', '4 5 5 4 3', '4 5 #4 4 3', '4 3', '#4 5 5', '1 1 7 1']	['V V2', 'V65 viio6/V V', 'IV V(64) V V2 I6', 'IV V(64) V V2 I6', 'IV viio/V V(64) V7', 'I(9+74) I V43 I6', 'ii6 V(64) V V2 I6', 'IV V(64) V65/V V2 I6', 'IV V7/vi', 'V65/V V(64) V7', 'I(9+74) I V65 I']	['4 5 5', '4 5 5', '4 #4 5 5', '1 1 2 3', '4 5 5', '4 5', '#4 5 5', '7 1']	['IV V(64) V', 'IV V(64) V', 'IV viio/V V(64) V7', 'I(9+74) I V43 I6', 'ii6 V(64) V', 'IV V(64)', 'V65/V V(64) V7', 'V65 I']	['5 4', '7 6 5', '5 5 4 3', '5 5 4 3', '5 5 4 3', '5 #4 4 3', '4 3', '1 1 7', '1']	['V V2', 'V65 viio6/V V', 'V(64) V V2 I6', 'V(64) V V2 I6', 'V(64) V V2 I6', 'V(64) V65/V V2 I6', 'IV V7/vi', 'I(9+74) I V65', 'I']	('ABC', 'n13op130_05', 59)	('ABC', 'n13op130_05', 119)
767	Eb	bVI	7	7	5	71.4	4	1	1 4 5 #5 6 #5 6	['4 5 #5 6 #5']	['ii65 V V65/vi vi V6/vi']	['4 5 #5 6', '#5']	['ii65 V V65/vi vi', 'V6/vi']	['6 #5']	['vi V6/vi']	('ABC', 'n13op130_05', 121)	('ABC', 'n13op130_05', 127)
768	Eb	iv	6	6	4	66.7	2	2	1 5 6 5 6 5	['5 6 5 6']	['i64 iv6 V iv6']	['5 6', '5 6']	['i64 iv6', 'V iv6']	['6 5', '6']	['iv6 V', 'iv6']	('ABC', 'n13op130_05', 128)	('ABC', 'n13op130_05', 133)
769	Eb	I	55	49	32	65.3	16	16	3 5 1 2 3 4 #4 5 3 2 4 3 2 1 7 #5 6 4 #4 2 3 5 6 7 1 6 7 1 2 1 5 6 4 5 4 3 2 1 3 7 b7 6 b6 5 1 5 4 3 1	['1 2 2 3 4 #4 5', '3 2', '4 3 2 1 7', '#5 6 6', '4 #4', '2 3', '5 6 7 1', '6 7 1 2 1', '5 6', '4 5 4 3 2 1', '7 b7 6 b6 5 5 5', '5 4 3']	['I V64(+6) V43 I6 ii6 vii%7/V V', 'I6 V43', 'V2 I6 V43 I V6', '#viio7/vi vi(6) vi', 'ii6 V65/V', 'ii I6', 'V(64) vi7 V6 I', 'vi7 V6 I V43 I', 'V7 IV6', 'ii6 V(6) V2 I6 V43 I', 'V65 V2/IV IV6(2) iv6 V(+6) V7 V', 'V7 V2 I6']	['1 2 2 3 4 #4 5', '#5 6 6', '4 #4', '2 3', '5 6 7 1', '6 7 1 2', '5 6', '4 5']	['I V64(+6) V43 I6 ii6 vii%7/V V', '#viio7/vi vi(6) vi', 'ii6 V65/V', 'ii I6', 'V(64) vi7 V6 I', 'vi7 V6 I V43', 'V7 IV6', 'ii6 V(6)']	['3 2', '4 3 2 1 7', '2 1', '5 4 3 2 1', '7 b7 6 b6 5 5 5', '5 4 3']	['I6 V43', 'V2 I6 V43 I V6', 'V43 I', 'V(6) V2 I6 V43 I', 'V65 V2/IV IV6(2) iv6 V(+6) V7 V', 'V7 V2 I6']	('ABC', 'n13op130_05', 134)	('ABC', 'n13op130_05', 188)
770	Bb	I	75	70	19	27.1	14	5	6 2 6 2 7 5 1 6 4 5 1 6 2 6 2 7 5 1 6 4 5 1 5 1 #4 5 2 5 4 3 4 5 1 4 1 2 4 2 3 5 1 5 1 2 3 6 2 6 7 2 5 1 3 2 7 1 5 1 2 3 1 7 6 2 5 2 3 5 1 6	['4 5', '4 5', '#4 5', '5 4 3 4 5', '1 2', '2 3', '1 2 3', '6 7', '3 2', '7 1', '1 2 3', '1 7 6', '2 3']	['IV V', 'ii65 V', 'viio/V V', 'V V2 I6 ii6 V7', 'V7/IV V7/V', 'V43 I6', 'I V64 I6', 'V43/V V6', 'I6 V43', 'V65 I', 'I V43 I6', 'I V6 vi', 'V7/V iii']	['4 5', '4 5', '#4 5', '3 4 5', '1 2', '2 3', '1 2 3', '6 7', '7 1', '1 2 3', '2 3']	['IV V', 'ii65 V', 'viio/V V', 'I6 ii6 V7', 'V7/IV V7/V', 'V43 I6', 'I V64 I6', 'V43/V V6', 'V65 I', 'I V43 I6', 'V7/V iii']	['5 4 3', '3 2', '1 7 6']	['V V2 I6', 'I6 V43', 'I V6 vi']	('ABC', 'n13op130_06', 0)	('ABC', 'n13op130_06', 74)
771	Bb	V	67	60	33	55.0	13	20	1 6 5 4 3 2 1 b3 2 5 1 5 6 1 4 2 3 1 5 1 6 5 4 3 4 #4 5 6 5 6 #4 4 b6 1 2 1 6 4 2 7 5 #4 7 1 5 1 7 1 7 1 7 1 6 2 1 2 1 7 6 2	['6 5 4 3 2 1', 'b3 2', '5 6', '2 3', '6 5 4 3 4 #4 5 6 5 6', '#4 #4 4 4', '1 1 2 2 1', '5 #4', '7 1', '1 7 1 7 1 7 1 1', '2 1 1 2 1 7 6']	['vi I64 IV I6 V43 I', 'viio2/V V64', 'V7 vi', 'viio6 I6', 'viio6/V V7 V2 I6 IV V65/V V viio65/V i64 viio65/V', 'viio7/V viio7/V viio43 viio43', 'I I V43 viio65 I', 'V V6/V', 'V65 I', 'I V65 I V65 I V65 I I', 'ii I I viio6 vi6 #viio6/vi vi']	['5 6', '2 3', '3 4 #4 5 6', '5 6', '1 1 2 2', '7 1', '7 1', '7 1', '7 1 1', '1 1 2']	['V7 vi', 'viio6 I6', 'I6 IV V65/V V viio65/V', 'i64 viio65/V', 'I I V43 viio65', 'V65 I', 'V65 I', 'V65 I', 'V65 I I', 'I I viio6']	['6 5 4 3 2 1', 'b3 2', '6 5 4 3', '6 5', '#4 #4 4 4', '2 2 1', '5 #4', '1 7', '1 7', '1 7', '2 1 1', '2 1 7 6']	['vi I64 IV I6 V43 I', 'viio2/V V64', 'viio6/V V7 V2 I6', 'viio65/V i64', 'viio7/V viio7/V viio43 viio43', 'V43 viio65 I', 'V V6/V', 'I V65', 'I V65', 'I V65', 'ii I I', 'viio6 vi6 #viio6/vi vi']	('ABC', 'n13op130_06', 75)	('ABC', 'n13op130_06', 142)
772	Bb	bVII	79	73	41	56.2	18	23	3 2 1 b7 6 7 1 #2 3 4 3 4 5 4 3 1 b7 6 7 1 #2 3 4 3 4 5 4 3 6 5 4 #4 3 6 2 5 1 4 3 5 1 5 4 3 2 1 5 1 b7 6 4 5 1 4 3 1 4 6 #4 5 1 5 1 6 2 3 #5 7 1 #5 6 3 6	['3 2 1 b7 6 7 1', '#2 3 4 3 4 5 4 3', '1 b7 6 7 1', '#2 3 4 3 4 5 4 3', '6 5 5 4 #4 3', '4 3', '5 4 3 2 1', '1 b7 6', '4 5', '4 3', '#4 5', '2 3 3', '7 1', '#5 #5 6']	['I6 V43 I V2/IV IV6 V65 I', '#viio7/iii I6 IV I6 IV V V2 I6', 'I V2/IV IV6 V65 I', '#viio7/iii I6 IV I6 IV V V2 I6', 'viio6/V V v IV #viio6/iii iii', 'IV(+#6) I6', 'V IV I6 ii I', 'I V2/IV IV6', 'IV V7', 'V2 I6', 'V65/V V7', 'ii V/vi V/vi', 'V43/vi vi6', 'V65/vi #viio/vi vi']	['6 7 1', '#2 3 4', '3 4 5', '6 7 1', '#2 3 4', '3 4 5', '4 #4', '4 5', '#4 5', '2 3 3', '7 1', '#5 #5 6']	['IV6 V65 I', '#viio7/iii I6 IV', 'I6 IV V', 'IV6 V65 I', '#viio7/iii I6 IV', 'I6 IV V', 'IV #viio6/iii', 'IV V7', 'V65/V V7', 'ii V/vi V/vi', 'V43/vi vi6', 'V65/vi #viio/vi vi']	['3 2 1 b7 6', '4 3', '5 4 3', '1 b7 6', '4 3', '5 4 3', '6 5 5 4', '#4 3', '4 3', '5 4 3 2 1', '1 b7 6', '4 3']	['I6 V43 I V2/IV IV6', 'IV I6', 'V V2 I6', 'I V2/IV IV6', 'IV I6', 'V V2 I6', 'viio6/V V v IV', '#viio6/iii iii', 'IV(+#6) I6', 'V IV I6 ii I', 'I V2/IV IV6', 'V2 I6']	('ABC', 'n13op130_06', 143)	('ABC', 'n13op130_06', 221)
773	Bb	V	16	14	10	71.4	8	2	7 3 7 1 2 1 7 1 2 3 4 5 6 2	['7 1 2 1 7 1 2 3 3 4 5 6 6']	['V65 I V43 I V65 I V43 I6 V65/IV IV V43/IV V65/IV/IV viio6/V']	['7 1 2', '7 1 2 3 3 4 5 6 6']	['V65 I V43', 'V65 I V43 I6 V65/IV IV V43/IV V65/IV/IV viio6/V']	['2 1 7']	['V43 I V65']	('ABC', 'n13op130_06', 222)	('ABC', 'n13op130_06', 237)
774	Bb	ii	7	7	3	42.9	2	1	1 6 5 1 #4 5 #6	['6 5', '#4 5']	['#viio2 V7', 'viio7/V v']	['#4 5']	['viio7/V v']	['6 5']	['#viio2 V7']	('ABC', 'n13op130_06', 238)	('ABC', 'n13op130_06', 244)
775	Bb	vi	6	6	3	50.0	3	0	1 2 #3 4 1 4	['1 2 #3 4']	['i V43 #viio/iv iv']	['1 2 #3 4']	['i V43 #viio/iv iv']	[]	[]	('ABC', 'n13op130_06', 245)	('ABC', 'n13op130_06', 250)
776	Bb	V	3	3	2	66.7	2	0	1 2 3	['1 2']	['I viio6']	['1 2']	['I viio6']	[]	[]	('ABC', 'n13op130_06', 251)	('ABC', 'n13op130_06', 253)
777	Bb	I	18	18	9	50.0	8	1	1 2 3 4 2 3 #1 2 5 1 6 7 #5 6 7 6 #4 b7	['1 2 3 4', '2 3', '#1 2', '6 7', '#5 6 7 6']	['I viio6 viio/IV IV', 'ii iio/ii', '#viio/ii ii', 'vi #viio6/vi', 'V65/vi vi #viio6/vi iio/v']	['1 2 3 4', '2 3', '#1 2', '6 7', '#5 6 7']	['I viio6 viio/IV IV', 'ii iio/ii', '#viio/ii ii', 'vi #viio6/vi', 'V65/vi vi #viio6/vi']	['7 6']	['#viio6/vi iio/v']	('ABC', 'n13op130_06', 254)	('ABC', 'n13op130_06', 271)
778	Bb	IV	21	18	8	44.4	5	3	5 3 4 2 3 1 6 #2 7 #2 3 #4 3 2 1 4 5 1	['3 4', '2 3', '#2 3 #4 3 2 1', '4 5']	['I6 ii6', 'iio6/vi V7/vi', 'V65/iii iii V43/iii iii V43 I', 'ii65 V']	['3 4', '2 3', '#2 3 #4', '4 5']	['I6 ii6', 'iio6/vi V7/vi', 'V65/iii iii V43/iii', 'ii65 V']	['#4 3 2 1']	['V43/iii iii V43 I']	('ABC', 'n13op130_06', 272)	('ABC', 'n13op130_06', 294)
779	Bb	ii	4	1	0	0.0	0	0	5	[]	[]	[]	[]	[]	[]	('ABC', 'n13op130_06', 295)	('ABC', 'n13op130_06', 298)
780	Bb	I	133	117	56	47.9	34	22	5 1 6 4 5 1 5 1 #4 5 2 4 3 4 5 4 5 4 6 b7 5 4 5 4 2 1 7 2 1 #4 5 2 5 6 1 3 6 b6 5 1 5 1 2 3 4 1 4 5 2 3 1 3 6 5 6 5 1 2 3 1 7 1 5 6 1 2 5 1 3 4 #4 5 1 5 6 1 2 5 3 1 5 1 5 4 3 4 #4 5 6 5 6 #4 4 1 5 7 1 6 4 2 7 2 1 7 1 5 1 2 1 7 #5 7 6 2 5 6 4	['4 5', '#4 5', '4 3 4 5 5 4 5 4', '6 b7', '5 4 5 4', '2 1 7', '2 1', '#4 5', '5 5 6', '6 b6 5', '1 2 3 3 4', '4 5 5', '2 3', '6 5 6 5', '1 2 3', '1 7 1', '5 6', '1 2', '3 4 #4 5', '5 6', '1 2', '5 4 3 4 #4 5 5 6 5 6', '#4 4', '7 1', '2 2 1 7 1', '1 1 1 2 1 7', '7 6', '5 6']	['ii6 V', 'viio/V V', 'V2 I6 ii6 V7 V43/IV IV viio6/IV IV', 'IV6 viio64/IV', 'V43/IV IV viio6/IV IV', 'V43 I V6', 'V43 I', 'V65/V V', 'V7 V43/IV IV6', 'IV6 iv6 V7', 'I V64 I6 V65/IV IV', 'IV V7 I64', 'V43 I6', 'IV6 V43/IV IV6 V7', 'I V43 I6', 'I V65 I', 'V vi', 'V7/IV ii', 'I6 IV vii%7/V V7', 'V vi', 'V7/IV ii', 'V7 V2 I6 IV V65/V V(64) V7 viio65/V i64 viio65/V', 'viio7/V viio43', 'viio7 I', 'V/V V43 I V65 I', 'I I I viio6 vi6 #viio6(9)/vi', 'V43/vi vi', 'v IV6']	['4 5', '#4 5', '3 4 5 5', '4 5', '6 b7', '4 5', '#4 5', '5 5 6', '1 2 3 3 4', '4 5 5', '2 3', '5 6', '1 2 3', '7 1', '5 6', '1 2', '3 4 #4 5', '5 6', '1 2', '3 4 #4 5 5 6', '5 6', '7 1', '7 1', '1 1 1 2', '5 6']	['ii6 V', 'viio/V V', 'I6 ii6 V7 V43/IV', 'IV viio6/IV', 'IV6 viio64/IV', 'IV viio6/IV', 'V65/V V', 'V7 V43/IV IV6', 'I V64 I6 V65/IV IV', 'IV V7 I64', 'V43 I6', 'V43/IV IV6', 'I V43 I6', 'V65 I', 'V vi', 'V7/IV ii', 'I6 IV vii%7/V V7', 'V vi', 'V7/IV ii', 'I6 IV V65/V V(64) V7 viio65/V', 'i64 viio65/V', 'viio7 I', 'V65 I', 'I I I viio6', 'v IV6']	['4 3', '5 5 4', '5 4', '5 4', '5 4', '2 1 7', '2 1', '6 b6 5', '6 5', '6 5', '1 7', '5 4 3', '6 5', '#4 4', '2 2 1 7', '2 1 7', '7 6']	['V2 I6', 'V7 V43/IV IV', 'viio6/IV IV', 'V43/IV IV', 'viio6/IV IV', 'V43 I V6', 'V43 I', 'IV6 iv6 V7', 'IV6 V43/IV', 'IV6 V7', 'I V65', 'V7 V2 I6', 'viio65/V i64', 'viio7/V viio43', 'V/V V43 I V65', 'viio6 vi6 #viio6(9)/vi', 'V43/vi vi']	('ABC', 'n13op130_06', 299)	('ABC', 'n13op130_06', 431)
781	Bb	IV	13	12	9	75.0	5	4	1 b7 6 7 1 #2 3 4 3 1 2 1	['1 b7 6 7 1', '#2 3 4 3', '1 2 1']	['I V2/IV IV6 V65 I', '#viio7/iii I6 V2 I6', 'ii2 V43 I(4)']	['6 7 1', '#2 3 4', '1 2']	['IV6 V65 I', '#viio7/iii I6 V2', 'ii2 V43']	['1 b7 6', '4 3', '2 1']	['I V2/IV IV6', 'V2 I6', 'V43 I(4)']	('ABC', 'n13op130_06', 432)	('ABC', 'n13op130_06', 444)
782	Bb	I	106	101	43	42.6	24	19	1 b7 6 2 #2 3 4 3 4 5 4 3 6 5 4 1 3 #1 2 5 6 2 3 5 1 5 4 #2 3 7 1 7 5 7 1 b7 6 4 5 1 2 1 b7 4 6 #4 5 1 5 1 6 4 2 7 5 3 4 3 1 6 4 2 7 1 5 4 1 5 1 5 1 #1 #4 7 #1 #4 7 #1 4 3 4 6 b6 5 1 3 #5 6 2 6 2 5 1 4 5 1 6 4 5 3 4	['1 1 1 b7 6', '2 #2 3 4 3 4 5 4 3', '6 5 4', '#1 2', '5 6', '2 3', '5 4 #2 3', '7 1 7', '7 1 b7 6', '4 5', '1 2 1 b7', '#4 5', '3 4 3', '7 1', '5 4', '1 #1', '7 #1', '7 #1', '4 4 3 4', '6 b6 5 5', '#5 6', '4 5', '4 5', '3 3']	['I(64) I I V2/IV IV6', 'ii #viio7/iii I6 V2 I6 IV V7 V2 I6', 'viio6/V V IV', '#viio/ii ii', 'V7 vi', 'V7/V I6', 'V IV #viio7/iii iii', 'V65 I V65', 'V65 I V2/IV IV6', 'IV V7', 'I V43 I V2/IV', 'V65/V V7', 'I6 V2 I6', 'V6 I', 'V viio43', 'I #viio7/ii', 'viio7 #viio7/ii', 'viio7 #viio7/ii', 'IV IV V65/IV IV', 'IV6 iv6 V(64) V7', 'V+6/vi V7/ii', 'IV V', 'IV V', 'I6 viio/IV']	['2 #2 3 4', '3 4 5', '#1 2', '5 6', '2 3', '#2 3', '7 1', '7 1', '4 5', '1 2', '#4 5', '3 4', '7 1', '1 #1', '7 #1', '7 #1', '3 4', '#5 6', '4 5', '4 5', '3 3']	['ii #viio7/iii I6 V2', 'I6 IV V7', '#viio/ii ii', 'V7 vi', 'V7/V I6', '#viio7/iii iii', 'V65 I', 'V65 I', 'IV V7', 'I V43', 'V65/V V7', 'I6 V2', 'V6 I', 'I #viio7/ii', 'viio7 #viio7/ii', 'viio7 #viio7/ii', 'V65/IV IV', 'V+6/vi V7/ii', 'IV V', 'IV V', 'I6 viio/IV']	['1 1 1 b7 6', '4 3', '5 4 3', '6 5 4', '5 4 #2', '1 7', '1 b7 6', '2 1 b7', '4 3', '5 4', '4 4 3', '6 b6 5 5']	['I(64) I I V2/IV IV6', 'V2 I6', 'V7 V2 I6', 'viio6/V V IV', 'V IV #viio7/iii', 'I V65', 'I V2/IV IV6', 'V43 I V2/IV', 'V2 I6', 'V viio43', 'IV IV V65/IV', 'IV6 iv6 V(64) V7']	('ABC', 'n13op130_06', 445)	('ABC', 'n13op130_06', 550)
783	Bb	IV	11	10	4	40.0	4	0	4 5 3 7 1 6 #4 5 1 2	['4 5', '7 1', '#4 5', '1 1']	['IV V', 'V6 I', 'V65/V V', 'vi6(2) vi6']	['4 5', '7 1', '#4 5', '1 1']	['IV V', 'V6 I', 'V65/V V', 'vi6(2) vi6']	[]	[]	('ABC', 'n13op130_06', 551)	('ABC', 'n13op130_06', 561)
784	Bb	I	24	23	12	52.2	6	6	4 #4 5 7 1 4 3 4 2 1 b7 6 b6 5 7 1 5 7 1 5 1 5 1	['4 #4 5', '7 1', '4 3 4', '2 1 b7 6 b6 5 5', '7 1', '7 1']	['ii6 V65/V V7', 'V65 I', 'V2 I6 V2', 'V43 I V2/IV IV6 iv6 V(64) V7', 'V65 I', 'V65 I']	['4 #4 5', '7 1', '3 4', '7 1', '7 1']	['ii6 V65/V V7', 'V65 I', 'I6 V2', 'V65 I', 'V65 I']	['4 3', '2 1 b7 6 b6 5 5']	['V2 I6', 'V43 I V2/IV IV6 iv6 V(64) V7']	('ABC', 'n13op130_06', 562)	('ABC', 'n13op130_06', 585)
785	Bb	IV	9	9	3	33.3	1	2	1 4 2 1 2 5 1 6 5	['2 1 2', '6']	['ii I ii', 'V7/ii']	['1 2']	['I ii']	['2 1', '6']	['ii I', 'V7/ii']	('ABC', 'n13op130_06', 586)	('ABC', 'n13op130_06', 594)
786	Bb	I	6	6	1	16.7	1	0	5 1 2 7 3 6	['1 2']	['I ii']	['1 2']	['I ii']	[]	[]	('ABC', 'n13op130_06', 595)	('ABC', 'n13op130_06', 600)
787	Bb	IV	10	10	2	20.0	2	0	6 2 5 1 4 7 1 #1 5 2	['7 1 #1']	['V6 I V65/ii']	['7 1 #1']	['V6 I V65/ii']	[]	[]	('ABC', 'n13op130_06', 601)	('ABC', 'n13op130_06', 610)
788	Bb	I	15	14	2	14.3	1	1	5 1 2 1 5 1 5 1 5 1 5 1 5 1	['1 2 1']	['I V43 I']	['1 2']	['I V43']	['2 1']	['V43 I']	('ABC', 'n13op130_06', 611)	('ABC', 'n13op130_06', 625)
789	c#	i	54	44	24	54.5	8	16	5 #7 1 6 5 4 5 3 1 #3 4 b2 1 6 7 6 5 #7 5 1 6 5 4 6 5 4 3 4 5 1 b4 4 b2 1 7 b2 6 7 6 1 4 3 b2 1	['#7 1', '6 5 4 5', '#3 4 4', 'b2 b2 b2 1', '6 7 6 5 5', '6 6 6 5 4', '6 5 4 3 4 5', 'b4 4', 'b2 b2 b2 1 7', '6 7 6', '4 4 3 b2']	['V6 i', 'iv6 i64 iv V7', '#viio/iv iv(4) iv', 'bII bII(#2) bII iv64', 'Ger6 V2/iv iv6 V(64) V', '#viio2(4) #viio2 iio43 III6 V7/vii', 'VI III6 bII6 V7/vi iv V', 'viio2/VI IV', 'bII+ vii6(6) vii6 #viio6/vii vii', 'VI vii VI', 'vii64 bII+6 #viio43/vii vii6']	['#7 1', '4 5', '#3 4 4', '6 7', '3 4 5', 'b4 4', '6 7']	['V6 i', 'iv V7', '#viio/iv iv(4) iv', 'Ger6 V2/iv', 'V7/vi iv V', 'viio2/VI IV', 'VI vii']	['6 5 4', 'b2 b2 b2 1', '7 6 5 5', '6 6 6 5 4', '6 5 4 3', 'b2 b2 b2 1 7', '7 6', '4 4 3 b2']	['iv6 i64 iv', 'bII bII(#2) bII iv64', 'V2/iv iv6 V(64) V', '#viio2(4) #viio2 iio43 III6 V7/vii', 'VI III6 bII6 V7/vi', 'bII+ vii6(6) vii6 #viio6/vii vii', 'vii VI', 'vii64 bII+6 #viio43/vii vii6']	('ABC', 'n14op131_01', 0)	('ABC', 'n14op131_01', 53)
790	c#	vii	8	7	6	85.7	6	0	1 2 3 #3 4 5 #5	['1 2 3 #3 #3 4 5']	['i V64 i6 #io6 #io65 ii6 #viio6/iv']	['1 2 3 #3 #3 4 5']	['i V64 i6 #io6 #io65 ii6 #viio6/iv']	[]	[]	('ABC', 'n14op131_01', 54)	('ABC', 'n14op131_01', 61)
791	c#	i	15	10	7	70.0	3	4	5 6 5 4 #3 4 3 4 7 b2	['5 6 5 4 4 #3 #3 #3 4 4 3 4']	['V(64) Ger6 V V2 V2 I6(7) I6 V65/iv iv(7) V/vii V2/vii vii64']	['5 6', '#3 #3 #3 4 4', '3 4']	['V(64) Ger6', 'I6(7) I6 V65/iv iv(7) V/vii', 'V2/vii vii64']	['6 5 4 4 #3 #3 #3', '4 4 3']	['Ger6 V V2 V2 I6(7) I6 V65/iv', 'iv(7) V/vii V2/vii']	('ABC', 'n14op131_01', 62)	('ABC', 'n14op131_01', 76)
