corpus	piece	i	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	alt_label	volta	pedalend	placement	bass_name
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	497	329	327	6831/8	6831/8	0.5	0	0	2/4	2	1	II64	g	ii/VI		II64		II		64					M	True	True	(3, 2, 6)	()	2	3					D
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	498	329	327	6835/8	6835/8	0.5	1/8	1/8	2/4	2	1	#II64	g	ii/VI		#II64		#II		64					M	True	True	(10, 9, 13)	()	9	10					D#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	499	329	327	6839/8	6839/8	0.5	1/4	1/4	2/4	2	1	III64	g	ii/VI		III64		III		64					M	True	True	(-2, -3, 1)	()	-3	-2					Eb
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	500	329	327	6843/8	6843/8	0.5	3/8	3/8	2/4	2	1	IV64	g	ii/VI		IV64		IV		64					M	True	True	(0, -1, 3)	()	-1	0					F
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	501	330	328	6847/8	6847/8	0.5	0	0	2/4	2	1	#IV64	g	ii/VI		#IV64		#IV		64					M	True	True	(7, 6, 10)	()	6	7					F#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	502	330	328	6851/8	6851/8	0.5	1/8	1/8	2/4	2	1	V64	g	ii/VI		V64		V		64					M	True	True	(2, 1, 5)	()	1	2					G
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	503	330	328	6855/8	6855/8	0.5	1/4	1/4	2/4	2	1	#V64	g	ii/VI		#V64		#V		64					M	True	True	(9, 8, 12)	()	8	9					G#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	504	330	328	6859/8	6859/8	0.5	3/8	3/8	2/4	2	1	VI64	g	ii/VI		VI64		VI		64					M	True	True	(-3, -4, 0)	()	-4	-3					Ab
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	505	331	329	6863/8	6863/8	0.5	0	0	2/4	2	1	#V64	g	ii/VI		#V64		#V		64					M	True	True	(9, 8, 12)	()	8	9					G#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	547	387	385	7767/8	7767/8	3.0	1/4	1/4	2/4	2	1	V6{	g	I		V6		V		6				{	M	True	False	(5, 2, 1)	()	1	5					F#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	548	389	387	7791/8	7791/8	2.0	0	0	2/4	2	1	i	g	I		i		i							m	True	False	(0, -3, 1)	()	0	0					G
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	549	390	388	7807/8	7807/8	2.0	0	0	2/4	2	1	V65/ii	g	I		V65/ii		V		65		ii			Mm7	True	False	(7, 4, 1, 3)	()	3	7					G#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	550	391	389	7823/8	7823/8	12.0	0	0	2/4	2	1	V43|HC}{	g	I		V43		V		43			HC	}{	Mm7	True	False	(2, -1, 1, 5)	()	1	2					A
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	648	433	431	8495/8	8495/8	2.0	0	0	2/4	2	1	I64	g	I		I64		I		64					M	True	False	(1, 0, 4)	()	0	1					D
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	649	434	432	8511/8	8511/8	1.0	0	0	2/4	2	1	I64(2)	g	I		I64(2)		I		64	2				M	True	False	(1, 2, 4)	()	0	1					D
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	650	434	432	8519/8	8519/8	1.0	1/4	1/4	2/4	2	1	I64	g	I		I64		I		64					M	True	False	(1, 0, 4)	()	0	1					D
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	651	435	433	8527/8	8527/8	2.0	0	0	2/4	2	1	#viio7/vi	g	I		#viio7/vi		#vii	o	7		vi			o7	True	False	(8, 5, 2, -1)	()	8	8					D#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	652	436	434	8543/8	8543/8	1.0	0	0	2/4	2	1	#viio7(#2)/vi	g	I		#viio7(#2)/vi		#vii	o	7	#2	vi			o7	True	False	(8, 10, 2, -1)	()	8	8					D#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	653	436	434	8551/8	8551/8	1.0	1/4	1/4	2/4	2	1	#viio7/vi	g	I		#viio7/vi		#vii	o	7		vi			o7	True	False	(8, 5, 2, -1)	()	8	8					D#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	654	437	435	8559/8	8559/8	1.0	0	0	2/4	2	1	vi	g	I		vi		vi							m	True	False	(3, 0, 4)	()	3	3					E
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	655	437	435	8567/8	8567/8	2.0	1/4	1/4	2/4	2	1	viio65(6)/V	g	I		viio65(6)/V		vii	o	65	6	V			o7	True	False	(3, 2, -3, 6)	()	6	3					E
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	656	438	436	8583/8	8583/8	1.0	1/4	1/4	2/4	2	1	viio65/V	g	I		viio65/V		vii	o	65		V			o7	True	False	(3, 0, -3, 6)	()	6	3					E
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	657	439	437	8591/8	8591/8	2.0	0	0	2/4	2	1	bIII64	g	I		bIII64		bIII		64					M	True	False	(-2, -3, 1)	()	-3	-2					F
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	658	440	438	8607/8	8607/8	1.0	0	0	2/4	2	1	bIII64(4)	g	I		bIII64(4)		bIII		64	4				M	True	False	(-2, -3, 3)	()	-3	-2					F
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	659	440	438	8615/8	8615/8	1.0	1/4	1/4	2/4	2	1	bIII64	g	I		bIII64		bIII		64					M	True	False	(-2, -3, 1)	()	-3	-2					F
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	660	441	439	8623/8	8623/8	2.0	0	0	2/4	2	1	viio7	g	I		viio7		vii	o	7					o7	True	False	(5, 2, -1, -4)	()	5	5					F#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	661	442	440	8639/8	8639/8	1.0	0	0	2/4	2	1	viio7(6)	g	I		viio7(6)		vii	o	7	6				o7	True	False	(5, 2, 1, -4)	()	5	5					F#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	662	442	440	8647/8	8647/8	1.0	1/4	1/4	2/4	2	1	viio7	g	I		viio7		vii	o	7					o7	True	False	(5, 2, -1, -4)	()	5	5					F#
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	663	443	441	8655/8	8655/8	2.0	0	0	2/4	2	1	I	g	I		I		I							M	True	False	(0, 4, 1)	()	0	0					G
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	664	444	442	8671/8	8671/8	2.0	0	0	2/4	2	1	i	g	I		i		i							m	True	False	(0, -3, 1)	()	0	0					G
mahler_kindertotenlieder	kindertotenlieder_01_nun_will_die_sonn	174	82	81	321		1.0	0	0	4/4	3	1	V[i6	d	i	V	i6		i		6					m	True	True	(-3, 1, 0)	()	0	-3					F
mahler_kindertotenlieder	kindertotenlieder_01_nun_will_die_sonn	175	82	81	322		1.0	1/4	1/4	4/4	3	1	V6/iv	d	i	V	V6/iv		V		6		iv			M	True	True	(4, 1, 0)	()	0	4					F#
mahler_kindertotenlieder	kindertotenlieder_01_nun_will_die_sonn	176	82	81	323		1.0	1/2	1/2	4/4	3	1	iio6	d	i	V	iio6		ii	o	6					o	True	True	(-1, -4, 2)	()	2	-1					G
mahler_kindertotenlieder	kindertotenlieder_01_nun_will_die_sonn	177	82	81	324		1.0	3/4	3/4	4/4	3	1	V6/V]	d	i	V	V6/V		V		6		V			M	True	True	(6, 3, 2)	()	2	6					G#
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	70	58	58	230		1.0	1/2	1/2	4/4	3	1	viio7/VI	d	i		viio7/VI		vii	o	7		VI			o7	True	True	(1, -2, -5, -8)	()	1	1					A
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	71	58	58	231		1.0	3/4	3/4	4/4	3	1	bII64	d	i		bII64		bII		64					M	True	True	(-4, -5, -1)	()	-5	-4					Bb
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	72	59	59	232		1.0	0	0	4/4	3	1	V6(+6)/vii	d	i		V6(+6)/vii		V		6	+6	vii			M	True	True	(3, 0, -1)	(-5,)	-1	3					B
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	73	59	59	233		2.0	1/4	1/4	4/4	3	1	VI6/vii	d	i		VI6/vii		VI		6		vii			M	True	True	(-2, -5, -6)	()	-6	-2					C
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	74	59	59	235		1.0	3/4	3/4	4/4	3	1	V65	d	i		V65		V		65					Mm7	True	True	(5, 2, -1, 1)	()	1	5					C#
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	75	60	60	236		4.0	0	0	4/4	3	2	i[i|IAC}{	d	i	i	i		i					IAC	}{	m	True	True	(0, -3, 1)	()	0	0					D
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	76	61	61	240		4.0	0	0	4/4	3	2	VI6	d	i	i	VI6		VI		6					M	True	True	(0, -3, -4)	()	-4	0					D
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	77	62	62	244		8.0	0	0	4/4	3	2	#vi6	d	i	i	#vi6		#vi		6					m	True	True	(0, 4, 3)	()	3	0					D
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	78	64	64	252		2.0	0	0	4/4	3	2	VI6	d	i	i	VI6		VI		6					M	True	True	(0, -3, -4)	()	-4	0					D
medtner_tales	op08n01	38	18	18	34	34	0.5	0	0	4/8	2	1	V(64)/III	c	i		V(64)/III		V			64	III			M	True	True	(-2, -3, 1)	()	-2	-2					Bb
medtner_tales	op08n01	39	18	18	69/2	69/2	0.5	1/8	1/8	4/8	2	1	V6(#96)/vi/III	c	i		V6(#96)/vi/III		V		6	#96	vi/III			M	True	True	(5, -3, 1)	(3,)	1	5					B
medtner_tales	op08n01	40	18	18	35	35	0.5	1/4	1/4	4/8	2	1	vi/III	c	i		vi/III		vi				III			m	True	True	(0, -3, 1)	()	0	0	i				C
medtner_tales	op08n01	41	18	18	71/2	71/2	0.5	3/8	3/8	4/8	2	1	bII	c	i		bII		bII							M	True	True	(-5, -1, -4)	()	-5	-5					Db
medtner_tales	op08n01	42	19	19	36	36	0.5	0	0	4/8	2	1	#viio65	c	i		#viio65		#vii	o	65					o7	True	True	(2, -1, -4, 5)	()	5	2					D
medtner_tales	op08n01	43	19	19	73/2	73/2	0.5	1/8	1/8	4/8	2	1	i6	c	i		i6		i		6					m	True	True	(-3, 1, 0)	()	0	-3					Eb
medtner_tales	op08n01	60	24	24	46	46	0.5	0	0	4/8	2	1	V65/VII	c	i		V65/VII		V		65		VII			Mm7	True	True	(3, 0, -3, -1)	()	-1	3					A
medtner_tales	op08n01	61	24	24	93/2	93/2	0.5	1/8	1/8	4/8	2	1	VII	c	i		VII		VII							M	True	True	(-2, 2, -1)	()	-2	-2	IV/iv				Bb
medtner_tales	op08n01	62	24	24	47	47	0.5	1/4	1/4	4/8	2	1	viio7/V/iv	c	i		viio7/V/iv		vii	o	7		V/iv			o7	True	True	(5, 2, -1, -4)	()	5	5					B
medtner_tales	op08n01	63	24	24	95/2	95/2	0.5	3/8	3/8	4/8	2	1	V7/iv	c	i		V7/iv		V		7		iv			Mm7	True	True	(0, 4, 1, -2)	()	0	0					C
medtner_tales	op08n01	72	27	27	105/2	105/2	0.5	1/8	1/8	4/8	2	1	vii%7/IV	c	iv		vii%7/IV		vii	%	7		IV			%7	True	True	(4, 1, -2, 2)	()	4	4					A
medtner_tales	op08n01	73	27	27	53	53	0.5	1/4	1/4	4/8	2	1	V43/III	c	iv		V43/III		V		43		III			Mm7	True	True	(-1, -4, -2, 2)	()	-2	-1					Bb
medtner_tales	op08n01	74	27	27	107/2	107/2	0.5	3/8	3/8	4/8	2	1	V6/v	c	iv		V6/v		V		6		v			M	True	True	(6, 3, 2)	()	2	6					B
medtner_tales	op08n01	75	28	28	54	54	0.5	0	0	4/8	2	1	v	c	iv		v		v							m	True	True	(1, -2, 2)	()	1	1	iii/III				C
medtner_tales	op08n01	76	28	28	109/2	109/2	0.5	1/8	1/8	4/8	2	1	IV/III	c	iv		IV/III		IV				III			M	True	True	(-4, 0, -3)	()	-4	-4					Db
medtner_tales	op08n01	77	28	28	55	55	0.5	1/4	1/4	4/8	2	1	vii%7/V/III	c	iv		vii%7/V/III		vii	%	7		V/III			%7	True	True	(3, 0, -3, 1)	()	3	3					D
medtner_tales	op08n01	78	28	28	111/2	111/2	0.5	3/8	3/8	4/8	2	1	V7/III	c	iv		V7/III		V		7		III			Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2					Eb
medtner_tales	op14n01	236	73	72	144	144	0.5	1/4	1/4	2/4	2	1	iio6	f	i		iio6		ii	o	6					o	True	True	(-1, -4, 2)	()	2	-1	iv(6)				Bb
medtner_tales	op14n01	237	73	72	289/2	289/2	0.5	3/8	3/8	2/4	2	1	iv	f	i		iv		iv							m	True	True	(-1, -4, 0)	()	-1	-1					Bb
medtner_tales	op14n01	238	74	73	145	145	1.0	0	0	2/4	2	1	viio7/V	f	i		viio7/V		vii	o	7		V			o7	True	True	(6, 3, 0, -3)	()	6	6					B
medtner_tales	op14n01	239	74	73	146	146	1.0	1/4	1/4	2/4	2	1	V|HC}	f	i		V		V					HC	}	M	True	True	(1, 5, 2)	()	1	1					C
medtner_tales	op14n01	240	75	74	147	147	1.0	0	0	2/4	2	1	ii6(+2)/III{	f	i		ii6(+2)/III		ii		6	+2	III		{	m	True	True	(-4, 0, -1)	(1,)	-1	-4					Db
medtner_tales	op26n01	29	8	7	55/2	55/2	1.0	3/4	3/4	4/4	2	1	I6/V	Eb	I		I6/V		I		6		V			M	False	False	(5, 2, 1)	()	1	5					D
medtner_tales	op26n01	30	9	8	57/2	57/2	0.5	0	0	4/4	2	1	IVM7(9)/V	Eb	I		IVM7(9)/V		IV	M	7	9	V			MM7	False	False	(0, 4, 1, 5)	(2,)	0	0					Eb
medtner_tales	op26n01	31	9	8	29	29	0.5	1/8	1/8	4/4	2	1	IV/V	Eb	I		IV/V		IV				V			M	False	False	(0, 4, 1)	()	0	0					Eb
medtner_tales	op26n01	32	9	8	59/2	59/2	1.0	1/4	1/4	4/4	2	1	vii%7(#3)/V/V	Eb	I		vii%7(#3)/V/V		vii	%	7	#3	V/V			%7	False	False	(7, 11, 1, 5)	()	7	7					E
medtner_tales	op26n01	33	9	8	61/2	61/2	1.0	1/2	1/2	4/4	2	1	V7/V	Eb	I		V7/V		V		7		V			Mm7	False	False	(2, 6, 3, 0)	()	2	2					F
medtner_tales	op26n01	59	14	13	103/2	103/2	1.0	3/4	3/4	4/4	2	1	I6/V	Eb	I		I6/V		I		6		V			M	False	False	(5, 2, 1)	()	1	5					D
medtner_tales	op26n01	60	15	14	105/2	105/2	0.5	0	0	4/4	2	1	IVM7(9)/V	Eb	I		IVM7(9)/V		IV	M	7	9	V			MM7	False	False	(0, 4, 1, 5)	(2,)	0	0					Eb
medtner_tales	op26n01	61	15	14	53	53	0.5	1/8	1/8	4/4	2	1	IV/V	Eb	I		IV/V		IV				V			M	False	False	(0, 4, 1)	()	0	0					Eb
medtner_tales	op26n01	62	15	14	107/2	107/2	1.0	1/4	1/4	4/4	2	1	vii%7(#3)/V/V	Eb	I		vii%7(#3)/V/V		vii	%	7	#3	V/V			%7	False	False	(7, 11, 1, 5)	()	7	7					E
medtner_tales	op26n01	63	15	14	109/2	109/2	1.0	1/2	1/2	4/4	2	1	V7/V	Eb	I		V7/V		V		7		V			Mm7	False	False	(2, 6, 3, 0)	()	2	2					F
medtner_tales	op26n01	64	15	14	111/2	111/2	1.0	3/4	3/4	4/4	2	1	V.V6(6)/vi	Eb	V		V6(6)/vi		V		6	6	vi			M	False	False	(8, 0, 4)	()	4	8					F#
medtner_tales	op26n01	65	16	15	113/2	113/2	1.0	0	0	4/4	2	1	ii43	Eb	V		ii43		ii		43					mm7	False	False	(3, 0, 2, -1)	()	2	3					G
medtner_tales	op26n03	68	46	46	137	137	1.0	1/2	1/2	3/4	2	1	Ger7(#7)/vi}	f	III		Ger7(#7)/vi	Ger	vii	o	7	#7b3	V/vi		}	Ger	True	False	(9, -1, 3, 7)	()	9	9					B
medtner_tales	op26n03	69	47	47	138	138	3.0	0	0	3/4	2	1	Fr6/V{	f	III		Fr6/V	Fr	V		43	b5	V/V		{	Fr	True	False	(-3, 1, 3, 7)	()	3	-3	V7(b5)/bVI{				Cb
medtner_tales	op26n03	70	48	48	141	141	1.0	0	0	3/4	2	1	V7(b96b5)/bVI	f	III		V7(b96b5)/bVI		V		7	b96b5	bVI			Mm7	True	False	(-3, 1, -9, 0, -5)	(-8,)	-3	-3					Cb
medtner_tales	op26n03	71	48	48	142	142	1.0	1/4	1/4	3/4	2	1	V7(9b5)/bVI	f	III		V7(9b5)/bVI		V		7	9b5	bVI			Mm7	True	False	(-3, 1, -9, -5)	(-1,)	-3	-3					Cb
medtner_tales	op26n03	72	48	48	143	143	1.0	1/2	1/2	3/4	2	1	V7(b9b5)/bVI	f	III		V7(b9b5)/bVI		V		7	b9b5	bVI			Mm7	True	False	(-3, 1, -9, -5)	(-8,)	-3	-3					Cb
medtner_tales	op26n03	73	49	49	144	144	3.0	0	0	3/4	2	1	V7/bVI	f	III		V7/bVI		V		7		bVI			Mm7	True	False	(-3, 1, -2, -5)	()	-3	-3	Ger6/V				Cb
medtner_tales	op26n03	74	50	50	147	147	3.0	0	0	3/4	2	1	V7(9)/bVI	f	III		V7(9)/bVI		V		7	9	bVI			Mm7	True	False	(-3, 1, -2, -5)	(-1,)	-3	-3	Ger6(b9)/V				Cb
medtner_tales	op26n03	75	51	51	150	150	3.0	0	0	3/4	2	1	Fr6/V	f	III		Fr6/V	Fr	V		43	b5	V/V			Fr	True	False	(-3, 1, 3, 7)	()	3	-3	V7(b5)/bVI				Cb
medtner_tales	op26n03	76	52	52	153	153	1.0	0	0	3/4	2	1	V7(b96b5)/bVI	f	III		V7(b96b5)/bVI		V		7	b96b5	bVI			Mm7	True	False	(-3, 1, -9, 0, -5)	(-8,)	-3	-3					Cb
medtner_tales	op26n03	77	52	52	154	154	1.0	1/4	1/4	3/4	2	1	V7(9b5)/bVI	f	III		V7(9b5)/bVI		V		7	9b5	bVI			Mm7	True	False	(-3, 1, -9, -5)	(-1,)	-3	-3					Cb
medtner_tales	op26n03	78	52	52	155	155	1.0	1/2	1/2	3/4	2	1	V7(b9b5)/bVI	f	III		V7(b9b5)/bVI		V		7	b9b5	bVI			Mm7	True	False	(-3, 1, -9, -5)	(-8,)	-3	-3					Cb
medtner_tales	op26n03	79	53	53	156	156	1.0	0	0	3/4	2	1	bii.IV7(9)	f	bii		IV7(9)		IV		7	9				Mm7	True	True	(-1, 3, 0, -3)	(1,)	-1	-1					Cb
medtner_tales	op26n03	80	53	53	157	157	1.0	1/4	1/4	3/4	2	1	IV7(b9)	f	bii		IV7(b9)		IV		7	b9				Mm7	True	True	(-1, 3, 0, -3)	(-6,)	-1	-1					Cb
medtner_tales	op26n03	81	53	53	158	158	1.0	1/2	1/2	3/4	2	1	IV7(9)	f	bii		IV7(9)		IV		7	9				Mm7	True	True	(-1, 3, 0, -3)	(1,)	-1	-1					Cb
medtner_tales	op26n03	82	54	54	159	159	3.0	0	0	3/4	2	1	viio7/V}	f	bii		viio7/V		vii	o	7		V		}	o7	True	True	(6, 3, 0, -3)	()	6	6					C
medtner_tales	op26n03	83	55	55	162	162	3.0	0	0	3/4	2	1	i64{	f	bii		i64		i		64				{	m	True	True	(1, 0, -3)	()	0	1	V(64){				Db
medtner_tales	op26n03	84	56	56	165	165	1.0	0	0	3/4	2	1	VIM7	f	bii		VIM7		VI	M	7					MM7	True	True	(-4, 0, -3, 1)	()	-4	-4	ii%7(94)				Ebb
medtner_tales	op26n04	110	32	31	89	89	0.5	0	0	2/4	2	1	IVM43	f#	III		IVM43		IV	M	43					MM7	True	False	(0, 4, -1, 3)	()	-1	0	I(6+4)				A
medtner_tales	op26n04	111	32	31	179/2	179/2	0.75	1/8	1/8	2/4	2	1	V6(+6)/ii	f#	III		V6(+6)/ii		V		6	+6	ii			M	True	False	(7, 4, 3)	(-1,)	3	7					A#
medtner_tales	op26n04	112	32	31	361/4	361/4	0.75	5/16	5/16	2/4	2	1	ii	f#	III		ii		ii							m	True	False	(2, -1, 3)	()	2	2					B
medtner_tales	op26n04	113	33	32	91	91	0.75	0	0	2/4	2	1	ii7	f#	III		ii7		ii		7					mm7	True	False	(2, -1, 3, 0)	()	2	2					B
medtner_tales	op26n04	114	33	32	367/4	367/4	0.75	3/16	3/16	2/4	2	1	Ger7/vi	f#	III		Ger7/vi	Ger	vii	o	7	b3	V/vi			Ger	True	False	(9, -1, 3, 0)	()	9	9					B#
medtner_tales	op26n04	115	33	32	185/2	185/2	0.75	3/8	3/8	2/4	2	1	I6	f#	III		I6		I		6					M	True	False	(4, 1, 0)	()	0	4					C#
medtner_tales	op26n04	116	34	33	373/4	373/4	0.5	1/16	1/16	2/4	2	1	ii%65	f#	III		ii%65		ii	%	65					%7	True	False	(-1, -4, 0, 2)	()	2	-1					D
medtner_tales	op26n04	117	34	33	375/4	375/4	0.25	3/16	3/16	2/4	2	1	#viio43	f#	III		#viio43		#vii	o	43					o7	True	False	(-1, -4, 5, 2)	()	5	-1					D
medtner_tales	op26n04	118	34	33	94	94	0.5	1/4	1/4	2/4	2	1	V65/V	f#	III		V65/V		V		65		V			Mm7	True	False	(6, 3, 0, 2)	()	2	6					D#
medtner_tales	op26n04	119	34	33	189/2	189/2	0.25	3/8	3/8	2/4	2	1	viio7/V	f#	III		viio7/V		vii	o	7		V			o7	True	False	(6, 3, 0, -3)	()	6	6					D#
medtner_tales	op26n04	120	34	33	379/4	379/4	0.5	7/16	7/16	2/4	2	1	viio65/IV	f#	III		viio65/IV		vii	o	65		IV			o7	True	False	(1, -2, -5, 4)	()	4	1					E
medtner_tales	op26n04	121	35	34	381/4	381/4	0.25	1/16	1/16	2/4	2	1	V43/IV	f#	III		V43/IV		V		43		IV			Mm7	True	False	(1, -2, 0, 4)	()	0	1					E
medtner_tales	op26n04	122	35	34	191/2	191/2	0.5	1/8	1/8	2/4	2	1	V65/vi	f#	III		V65/vi		V		65		vi			Mm7	True	False	(8, 5, 2, 4)	()	4	8					E#
medtner_tales	op26n04	123	35	34	96	96	1.0	1/4	1/4	2/4	2	1	#viio7/vi	f#	III		#viio7/vi		#vii	o	7		vi			o7	True	False	(8, 5, 2, -1)	()	8	8					E#
medtner_tales	op34n01	448	179	179	571	571	1.5	1/4	1/4	2/2	2	1	bII6	b	III		bII6		bII		6					M	True	False	(-1, -4, -5)	()	-5	-1					G
medtner_tales	op34n01	449	179	179	1145/2	1145/2	1.5	5/8	5/8	2/2	2	1	Fr65	b	III		Fr65	Fr	V		65	b5	V			Fr	True	False	(6, -4, 0, 2)	()	2	6	V43(#5)/bIII				G#
medtner_tales	op34n01	450	180	180	574	574	1.5	0	0	2/2	2	1	I6/bIII	b	III		I6/bIII		I		6		bIII			M	True	False	(1, -2, -3)	()	-3	1					A
medtner_tales	op34n01	451	180	180	1151/2	1151/2	1.5	3/8	3/8	2/2	2	1	viio64/bIII	b	III		viio64/bIII		vii	o	64		bIII			o	True	False	(-4, 2, -1)	()	2	-4					Bb
medtner_tales	op34n01	452	180	180	577	577	1.0	3/4	3/4	2/2	2	1	viio/V/bIII	b	III		viio/V/bIII		vii	o			V/bIII			o	True	False	(3, 0, -3)	()	3	3					B
medtner_tales	op34n01	453	181	181	578	578	1.0	0	0	2/2	2	1	V7(9#5)/bIII	b	III		V7(9#5)/bIII		V		7	9#5	bIII			Mm7	True	False	(-2, 2, 6, -4)	(0,)	-2	-2					C
medtner_tales	op34n01	454	181	181	579	579	1.5	1/4	1/4	2/2	2	1	I6/bIII	b	III		I6/bIII		I		6		bIII			M	True	False	(1, -2, -3)	()	-3	1					A
medtner_tales	op34n01	455	181	181	1161/2	1161/2	1.5	5/8	5/8	2/2	2	1	V43(#5)/IV	b	III		V43(#5)/IV		V		43	#5	IV			Mm7	True	False	(8, -2, 0, 4)	()	0	8	Fr65/ii				A#
medtner_tales	op34n01	456	182	182	582	582	1.5	0	0	2/2	2	1	IV6	b	III		IV6		IV		6					M	True	False	(3, 0, -1)	()	-1	3					B
medtner_tales	op34n01	457	182	182	1167/2	1167/2	1.5	3/8	3/8	2/2	2	1	viio64/IV	b	III		viio64/IV		vii	o	64		IV			o	True	False	(-2, 4, 1)	()	4	-2					C
medtner_tales	op34n01	458	182	182	585	585	1.0	3/4	3/4	2/2	2	1	viio	b	III		viio		vii	o						o	True	False	(5, 2, -1)	()	5	5					C#
medtner_tales	op34n01	459	183	183	586	586	0.5	0	0	2/2	2	1	I	b	III		I		I							M	True	False	(0, 4, 1)	()	0	0					D
medtner_tales	op34n01	606	215	215	715	715	1.0	1/4	1/4	2/2	2	1	i	b	I		i		i							m	True	False	(0, -3, 1)	()	0	0	v/iv				B
medtner_tales	op34n01	607	215	215	716	716	0.5	1/2	1/2	2/2	2	1	ii6(9)/bVI	b	I		ii6(9)/bVI		ii		6	9	bVI			m	True	False	(-5, -1, -2)	(0,)	-2	-5	iv6(9)/iv				C
medtner_tales	op34n01	608	215	215	1433/2	1433/2	0.5	5/8	5/8	2/2	2	1	ii6/bVI	b	I		ii6/bVI		ii		6		bVI			m	True	False	(-5, -1, -2)	()	-2	-5	iv6/iv				C
medtner_tales	op34n01	609	215	215	717	717	1.0	3/4	3/4	2/2	2	1	Ger7(#7)/bVI	b	I		Ger7(#7)/bVI	Ger	vii	o	7	#7b3	V/bVI			Ger	True	False	(2, -8, -4, 0)	()	2	2					C#
medtner_tales	op34n01	610	216	216	718	718	0.5	0	0	2/2	2	1	V(4)/bVI	b	I		V(4)/bVI		V			4	bVI			M	True	False	(-3, -4, -2)	()	-3	-3					D
